Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Egen uppvärmning av bostäder och lokaler,Kronobergs län,Markaryd,3580.523,2545.275,2397.973,2182.955,1877.017,1806.361,1570.823,1572.968
Egen uppvärmning av bostäder och lokaler,Kronobergs län,Växjö,10039.9,7489.624,7069.368,6403.825,5642.002,5372.564,5034.915,4977.232
Egen uppvärmning av bostäder och lokaler,Kronobergs län,Ljungby,5576.692,4258.132,4045.306,3691.586,3251.494,3098.769,2955.448,2912.423
Industri (energi och processer),Kronobergs län,Uppvidinge,3086.549,2824.804,2992.33,3315.846,4197.567,3547.184,4107.043,3435.108
Industri (energi och processer),Kronobergs län,Lessebo,2722.03,2876.246,1950.427,2677.611,3055.071,1941.382,2167.84,1824.882
Industri (energi och processer),Kronobergs län,Tingsryd,5022.094,5954.982,5045.74,4506.143,2523.337,1878.934,4101.959,2476.823
Industri (energi och processer),Kronobergs län,Alvesta,2621.337,2220.777,2286.523,2533.534,3036.9,2411.796,3043.492,2102.975
Industri (energi och processer),Kronobergs län,Älmhult,10600.08,10730.22,12645.89,12661.04,14358.65,14297.29,15423.28,15764.25
Industri (energi och processer),Kronobergs län,Markaryd,5711.21,4918.384,5052.281,5008.242,4828.308,4496.355,4914.988,3278.656
Industri (energi och processer),Kronobergs län,Växjö,13281.2,11150.73,10117.38,5258.457,6453.717,5279.351,6181.757,4413.679
Industri (energi och processer),Kronobergs län,Ljungby,5912.412,5931.882,6655.373,5893.568,6126.016,5058.306,6018.161,5249.209
Transporter,Kronobergs län,Uppvidinge,33315.0,32909.79,31065.72,30245.22,29409.08,29457.43,28179.39,26601.08
Transporter,Kronobergs län,Lessebo,17167.03,16757.7,15792.28,15375.35,14984.25,15046.39,14317.21,14011.0
Transporter,Kronobergs län,Tingsryd,41899.81,41092.59,38699.67,37666.67,36641.01,36731.93,34940.27,33644.54
Transporter,Kronobergs län,Alvesta,55404.62,54489.79,51615.86,50271.7,48915.28,49033.61,47019.86,47703.83
Transporter,Kronobergs län,Älmhult,37908.23,37381.0,35388.7,34451.55,33475.25,33496.16,32133.03,32341.15
Transporter,Kronobergs län,Markaryd,59524.98,57973.04,54456.59,52839.17,51235.48,51269.97,48415.99,47837.56
Transporter,Kronobergs län,Växjö,148218.0,145624.9,137673.8,134135.2,130882.1,131292.5,125850.2,122066.6
Transporter,Kronobergs län,Ljungby,131260.2,127843.7,120428.5,117033.3,113585.3,113848.2,107943.5,108925.7
Arbetsmaskiner,Kronobergs län,Uppvidinge,6525.105,7289.173,5372.343,5796.344,6007.522,5833.714,5068.713,5466.217
Arbetsmaskiner,Kronobergs län,Lessebo,4293.01,3500.646,3678.511,3339.983,2765.023,3237.005,2549.647,2983.913
Arbetsmaskiner,Kronobergs län,Tingsryd,7434.922,7766.814,6884.29,6452.612,6099.083,6822.509,5999.226,6199.762
Arbetsmaskiner,Kronobergs län,Alvesta,8852.936,9239.017,8650.586,7798.343,7853.826,8160.189,7633.035,7789.859
Arbetsmaskiner,Kronobergs län,Älmhult,7792.198,7557.512,6671.072,6147.541,6602.572,6886.03,5991.709,6505.142
Arbetsmaskiner,Kronobergs län,Markaryd,5107.679,4892.071,4598.72,4317.715,3967.488,4522.295,3994.679,4129.245
Arbetsmaskiner,Kronobergs län,Växjö,20911.05,21302.81,21197.23,19785.45,20381.38,20464.27,18868.0,19404.34
Arbetsmaskiner,Kronobergs län,Ljungby,12650.85,12768.94,11871.11,12450.33,11225.55,11690.11,10797.23,11533.81
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Uppvidinge,527.5486,491.7968,474.1716,492.6037,474.2711,423.7203,449.2382,441.9759
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Lessebo,453.2318,423.4938,409.8995,419.0489,412.8193,371.205,394.6286,392.2595
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Tingsryd,701.8527,652.2836,618.4093,630.4893,621.1339,551.351,578.5314,576.1411
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Alvesta,990.5848,924.9701,972.2335,1007.365,983.6092,871.3004,913.897,916.8217
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Älmhult,808.0258,757.9257,810.3021,827.6171,802.9202,719.0482,762.7859,774.5019
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Markaryd,581.9208,546.0892,532.9544,547.6396,539.3506,493.0454,520.8646,523.4721
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Växjö,3346.397,3096.924,3933.641,4112.603,3995.892,3519.373,3667.017,3675.458
Produktanvändning (inkl. lösningsmedel),Kronobergs län,Ljungby,1363.925,1266.807,1387.781,1431.011,1417.034,1262.191,1320.745,1329.553
Jordbruk,Kronobergs län,Uppvidinge,117.8566,117.9188,135.2958,135.7192,117.4044,118.5062,121.9645,121.4151
Jordbruk,Kronobergs län,Lessebo,36.16115,36.18024,41.51188,41.64179,36.0224,36.36047,37.42155,37.25298
Jordbruk,Kronobergs län,Tingsryd,219.2096,219.3253,251.6456,252.4332,218.3683,220.4177,226.8501,225.8282
Jordbruk,Kronobergs län,Alvesta,402.6241,402.8367,462.2007,463.6472,401.0797,404.8439,416.6579,414.781
Jordbruk,Kronobergs län,Älmhult,186.8224,186.921,214.4663,215.1375,186.1055,187.8521,193.3341,192.4632
Jordbruk,Kronobergs län,Markaryd,90.37635,90.42406,103.7492,104.0739,90.02959,90.8745,93.52644,93.10514
Jordbruk,Kronobergs län,Växjö,650.7326,651.0762,747.022,749.3597,648.2358,654.3193,673.4152,670.3817
Jordbruk,Kronobergs län,Ljungby,596.9837,597.2989,685.3189,687.4638,594.6936,600.2748,617.7921,615.0093
Avfall (inkl. avlopp),Kronobergs län,Uppvidinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Lessebo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Tingsryd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Alvesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Älmhult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Markaryd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Växjö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Kronobergs län,Ljungby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Uppvidinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Lessebo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Tingsryd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Alvesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Älmhult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Markaryd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Växjö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Kronobergs län,Ljungby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Dalarnas län,Vansbro,39.89979,39.89979,61.17963,61.17963,61.17963,61.17963,61.17963,61.17963
El och fjärrvärme,Dalarnas län,Malung-Sälen,175.5595,50.53977,7.979958,37.2398,5.319976,31.91981,26.59983,42.55978
El och fjärrvärme,Dalarnas län,Gagnef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Dalarnas län,Leksand,981.5344,146.2996,103.7397,90.43956,109.0597,21.27984,15.95996,18.61995
El och fjärrvärme,Dalarnas län,Rättvik,2841.512,1574.816,433.6438,213.9694,282.4392,145.4986,228.2334,288.1452
El och fjärrvärme,Dalarnas län,Orsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Dalarnas län,Älvdalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Dalarnas län,Smedjebacken,5718.975,1734.315,1766.235,1194.337,659.6762,271.3183,529.3376,79.79958
El och fjärrvärme,Dalarnas län,Mora,9313.335,10099.67,9038.256,9068.126,8749.936,8928.626,9695.944,10621.47
El och fjärrvärme,Dalarnas län,Falun,6651.962,2034.495,3556.75,2497.074,389.9859,863.7427,3765.16,1141.237
El och fjärrvärme,Dalarnas län,Borlänge,35216.4,31324.32,31760.11,26930.03,34289.31,36828.1,40004.99,38154.3
El och fjärrvärme,Dalarnas län,Säter,1750.275,2425.903,2391.324,1561.416,1194.337,1135.817,199.4985,236.7384
El och fjärrvärme,Dalarnas län,Hedemora,1838.055,2973.862,2912.682,2114.684,742.136,649.0363,311.2182,377.718
El och fjärrvärme,Dalarnas län,Avesta,34279.33,28036.51,30170.78,24680.59,42647.75,46671.5,42681.95,29268.74
El och fjärrvärme,Dalarnas län,Ludvika,5668.435,2120.004,1713.035,2149.264,986.8553,534.6575,484.1177,436.2379
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Vansbro,1805.857,1290.494,1243.284,1135.153,960.078,931.6574,833.947,839.4178
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Malung-Sälen,2146.626,1539.512,1468.689,1370.118,1161.438,1121.154,1022.919,1024.15
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Gagnef,1775.168,1264.082,1216.103,1105.167,931.6419,907.1113,795.1324,799.9732
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Leksand,3899.569,2775.303,2675.366,2481.176,2098.93,2027.992,1845.207,1865.193
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Rättvik,3360.522,2382.145,2294.432,2128.505,1799.26,1738.519,1575.715,1594.412
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Orsa,955.8626,750.1098,735.051,648.6157,562.7956,545.2258,536.3457,526.4799
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Älvdalen,1614.661,1159.071,1106.243,1034.241,877.5731,846.1271,777.2384,778.4528
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Smedjebacken,2569.534,1767.016,1690.041,1564.33,1313.58,1271.852,1107.731,1129.143
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Mora,3866.123,2719.126,2610.184,2373.432,2005.821,1945.567,1721.811,1739.049
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Falun,7538.331,5235.92,5023.648,4710.637,3953.04,3823.191,3373.789,3437.315
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Borlänge,4391.484,3007.254,2876.377,2692.857,2258.997,2182.135,1913.173,1956.428
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Säter,2459.325,1756.207,1696.882,1609.887,1356.088,1308.561,1196.124,1212.728
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Hedemora,3019.406,2151.509,2074.646,1928.804,1628.845,1575.379,1426.211,1441.603
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Avesta,3589.381,2546.403,2451.29,2257.092,1907.076,1846.781,1657.664,1674.439
Egen uppvärmning av bostäder och lokaler,Dalarnas län,Ludvika,4668.62,3183.332,3035.219,2780.09,2324.529,2261.46,1903.655,1940.905
Industri (energi och processer),Dalarnas län,Vansbro,1112.931,916.2168,987.4981,1100.211,1193.458,945.5549,1182.128,1123.646
Industri (energi och processer),Dalarnas län,Malung-Sälen,776.3716,701.6661,738.733,717.2541,786.7277,747.7452,964.373,824.7836
Industri (energi och processer),Dalarnas län,Gagnef,2208.693,2097.495,1858.606,1720.245,1299.932,815.7327,1010.056,706.8368
Industri (energi och processer),Dalarnas län,Leksand,2956.177,2830.388,1846.501,1691.45,2482.643,1131.166,1238.44,926.673
Industri (energi och processer),Dalarnas län,Rättvik,169647.9,158361.1,153156.9,143065.3,130572.6,148468.1,167055.2,162974.3
Industri (energi och processer),Dalarnas län,Orsa,322.4232,308.5699,328.6337,295.5305,313.5379,279.5459,341.2116,278.6616
Industri (energi och processer),Dalarnas län,Älvdalen,426.8858,385.6163,408.8793,567.9044,444.1,431.4674,523.1916,353.0807
Industri (energi och processer),Dalarnas län,Smedjebacken,51712.41,56328.86,49181.3,45436.68,39828.36,40691.15,43745.56,46549.93
Industri (energi och processer),Dalarnas län,Mora,2180.282,1847.292,1969.892,2091.858,2324.87,1883.334,2363.236,1667.007
Industri (energi och processer),Dalarnas län,Falun,2942.633,2614.152,2871.318,2764.145,2991.154,2466.673,3178.013,2421.082
Industri (energi och processer),Dalarnas län,Borlänge,335587.6,304197.3,277008.7,313459.4,307584.2,279080.1,267630.0,265761.9
Industri (energi och processer),Dalarnas län,Säter,867.8625,757.8872,798.0319,819.6347,901.7806,730.5015,928.5483,671.2898
Industri (energi och processer),Dalarnas län,Hedemora,7818.187,7205.734,6057.723,5543.709,5196.715,3736.686,6089.59,9843.407
Industri (energi och processer),Dalarnas län,Avesta,119864.0,133266.7,117422.7,113272.7,110576.2,131888.9,138294.5,148029.4
Industri (energi och processer),Dalarnas län,Ludvika,13502.82,14321.86,12591.5,15526.5,17220.66,23352.15,21140.67,22643.08
Transporter,Dalarnas län,Vansbro,28765.05,28084.02,26561.74,25892.68,25272.01,25436.48,24315.04,20794.39
Transporter,Dalarnas län,Malung-Sälen,44997.92,43926.59,41498.34,40468.82,39522.85,39751.82,38023.09,34592.71
Transporter,Dalarnas län,Gagnef,27402.24,26673.3,25058.41,24332.5,23693.32,23858.37,22790.74,22186.59
Transporter,Dalarnas län,Leksand,37127.79,36200.43,34185.0,33323.97,32549.04,32805.91,31447.17,28941.39
Transporter,Dalarnas län,Rättvik,31660.69,30830.26,29009.88,28204.51,27473.34,27687.96,26322.35,24200.58
Transporter,Dalarnas län,Orsa,18465.66,17951.36,16775.01,16299.88,15844.58,15797.85,15104.85,14366.44
Transporter,Dalarnas län,Älvdalen,33239.66,32413.37,30655.23,29888.02,29210.78,29388.52,28086.41,31137.86
Transporter,Dalarnas län,Smedjebacken,27861.55,27181.09,25652.71,24996.79,24438.92,24582.05,23560.28,22030.15
Transporter,Dalarnas län,Mora,54413.74,53132.32,50095.38,48809.6,47621.1,47742.62,45711.12,45233.8
Transporter,Dalarnas län,Falun,110286.0,107857.0,101515.0,98889.89,96702.0,97373.05,93340.12,84054.4
Transporter,Dalarnas län,Borlänge,89945.48,87941.39,83162.97,80460.52,78040.19,78332.6,75005.7,74604.61
Transporter,Dalarnas län,Säter,32465.77,31696.6,29949.19,29202.94,28555.16,28721.07,27503.24,27137.99
Transporter,Dalarnas län,Hedemora,38742.95,37796.37,35730.01,34869.74,34095.01,34328.39,32830.4,30822.92
Transporter,Dalarnas län,Avesta,41417.09,40400.58,38065.81,37067.54,36167.75,36333.59,34619.2,31852.05
Transporter,Dalarnas län,Ludvika,48481.63,47302.09,44279.96,42984.84,41862.0,42113.21,40293.62,39100.78
Arbetsmaskiner,Dalarnas län,Vansbro,7311.065,7486.961,7047.871,6625.308,5462.561,5529.447,5047.36,5704.022
Arbetsmaskiner,Dalarnas län,Malung-Sälen,10358.23,13051.88,10264.83,10253.56,9565.721,7868.076,9938.304,7720.991
Arbetsmaskiner,Dalarnas län,Gagnef,4771.695,4975.649,4489.258,4408.37,3944.067,4237.177,4160.408,4406.589
Arbetsmaskiner,Dalarnas län,Leksand,7059.205,6956.693,6501.951,6890.029,6380.129,6791.816,6380.871,6260.76
Arbetsmaskiner,Dalarnas län,Rättvik,8444.505,10799.52,6300.061,9436.426,7490.478,6490.572,7007.077,7248.238
Arbetsmaskiner,Dalarnas län,Orsa,5673.951,5896.143,5738.269,6471.779,5492.548,5392.613,5572.91,5064.37
Arbetsmaskiner,Dalarnas län,Älvdalen,11013.35,13112.16,11148.95,13233.59,10907.87,11551.26,10855.13,8823.805
Arbetsmaskiner,Dalarnas län,Smedjebacken,7078.504,6269.769,6753.434,7040.995,7084.753,6704.255,7014.336,6993.013
Arbetsmaskiner,Dalarnas län,Mora,12469.88,13636.46,13008.25,11648.46,9734.662,9859.12,11068.11,9876.823
Arbetsmaskiner,Dalarnas län,Falun,17943.21,17747.8,17822.18,17531.72,16343.24,15999.52,16757.02,16158.62
Arbetsmaskiner,Dalarnas län,Borlänge,20343.16,20546.1,20687.76,20406.9,19590.56,19632.57,18986.77,18195.78
Arbetsmaskiner,Dalarnas län,Säter,5436.772,6379.996,6171.312,5629.424,5248.151,5240.294,5183.398,5399.399
Arbetsmaskiner,Dalarnas län,Hedemora,13895.04,14954.07,15144.06,13441.78,14045.15,13792.48,12897.0,14480.83
Arbetsmaskiner,Dalarnas län,Avesta,13975.25,13092.11,13081.1,12972.3,12302.19,12401.34,11913.25,12120.06
Arbetsmaskiner,Dalarnas län,Ludvika,10381.12,10366.76,11139.62,10100.6,10963.85,9442.671,8764.061,8684.595
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Vansbro,394.1642,366.2701,351.5859,364.3117,354.7537,318.9239,335.3011,322.5114
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Malung-Sälen,616.2895,579.2056,572.8854,579.3286,567.1964,511.9612,534.5272,526.8897
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Gagnef,495.9676,458.4699,478.9999,496.0864,480.9439,427.6342,442.3458,440.1485
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Leksand,717.9023,665.095,737.606,757.4812,738.8258,650.858,677.8092,670.2212
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Rättvik,542.9503,502.2862,524.8415,538.8098,525.2661,461.1562,479.2147,469.1169
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Orsa,385.7919,363.4045,367.4308,374.5878,358.6284,316.4925,334.6594,331.7669
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Älvdalen,467.986,444.9494,434.7135,438.32,428.5803,386.495,402.6826,413.6444
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Smedjebacken,653.2601,606.2988,541.3056,555.438,539.7328,478.8151,500.1921,491.6043
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Mora,1000.075,928.1912,986.4887,1017.564,985.1177,871.7706,906.9632,899.1387
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Falun,2563.983,2369.168,2639.981,2741.602,2650.9,2322.32,2414.133,2390.897
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Borlänge,2322.444,2165.694,2424.686,2502.798,2430.662,2138.352,2230.978,2222.624
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Säter,553.3309,507.8433,507.8394,528.813,517.5887,460.065,475.1336,470.5535
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Hedemora,823.6576,765.042,746.3012,770.1217,745.6856,663.388,696.1583,684.8543
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Avesta,1259.131,1177.597,1104.847,1134.234,1103.646,997.7414,1051.408,1036.176
Produktanvändning (inkl. lösningsmedel),Dalarnas län,Ludvika,1375.735,1268.24,1194.234,1238.95,1204.628,1062.087,1115.335,1099.244
Jordbruk,Dalarnas län,Vansbro,125.6916,125.7579,144.2901,144.7416,125.2093,126.3844,130.0726,129.4867
Jordbruk,Dalarnas län,Malung-Sälen,55.60455,55.63391,63.83233,64.03211,55.39121,55.91105,57.54268,57.28348
Jordbruk,Dalarnas län,Gagnef,116.944,117.0057,134.248,134.6682,116.4952,117.5885,121.02,120.4749
Jordbruk,Dalarnas län,Leksand,172.4069,172.4979,197.9177,198.5371,171.7454,173.3572,178.4161,177.6124
Jordbruk,Dalarnas län,Rättvik,115.3144,115.3753,132.3774,132.7917,114.8719,115.95,119.3337,118.7961
Jordbruk,Dalarnas län,Orsa,54.24809,54.27673,62.27516,62.47006,54.03992,54.54708,56.13894,55.88606
Jordbruk,Dalarnas län,Älvdalen,38.41752,38.4378,44.10216,44.24019,38.2701,38.62926,39.75661,39.57752
Jordbruk,Dalarnas län,Smedjebacken,114.8063,114.867,131.794,132.2065,114.3658,115.4392,118.8078,118.2727
Jordbruk,Dalarnas län,Mora,96.82651,96.87764,111.1539,111.5018,96.45499,97.36021,100.2014,99.75004
Jordbruk,Dalarnas län,Falun,289.149,289.3017,331.934,332.9728,288.0394,290.7427,299.2272,297.8793
Jordbruk,Dalarnas län,Borlänge,337.6602,337.8385,387.6234,388.8365,336.3645,339.5213,349.4294,347.8554
Jordbruk,Dalarnas län,Säter,389.5199,389.7256,447.1569,448.5564,388.0254,391.6671,403.0968,401.281
Jordbruk,Dalarnas län,Hedemora,519.433,519.7072,596.2927,598.1589,517.4399,522.2959,537.5379,535.1166
Jordbruk,Dalarnas län,Avesta,446.1742,446.4097,512.1941,513.7971,444.4623,448.6336,461.7256,459.6456
Jordbruk,Dalarnas län,Ludvika,46.80921,46.83393,53.73554,53.90372,46.6296,47.06721,48.44078,48.22258
Avfall (inkl. avlopp),Dalarnas län,Vansbro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Malung-Sälen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Gagnef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Leksand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Rättvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Orsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Älvdalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Smedjebacken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Mora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Falun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Borlänge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Säter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Hedemora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Avesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl. avlopp),Dalarnas län,Ludvika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Vansbro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Malung-Sälen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Gagnef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Leksand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Rättvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Orsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Älvdalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Smedjebacken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Mora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Falun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Borlänge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Säter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Hedemora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Avesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Dalarnas län,Ludvika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Upplands Väsby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Vallentuna,843.2157,101.0797,71.81961,212.7984,69.15961,5.319976,21.27984,37.2398
El och fjärrvärme,Stockholms län,Österåker,659.6762,696.9161,883.1156,755.436,513.3777,196.8395,433.5778,66.49962
El och fjärrvärme,Stockholms län,Värmdö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Järfälla,3862.22,7332.96,1127.697,753.747,730.3751,20.45054,0.0,0.0
El och fjärrvärme,Stockholms län,Ekerö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Huddinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Botkyrka,5559.355,1595.136,1296.627,1057.587,373.952,35.05801,546.3206,2.659983
El och fjärrvärme,Stockholms län,Salem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Haninge,6633.212,1404.476,58.51974,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Tyresö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Upplands-Bro,2596.502,1496.583,1111.872,598.4961,2699.526,210.1395,265.9992,125.0189
El och fjärrvärme,Stockholms län,Nykvarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Täby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Danderyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Sollentuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Stockholm,1388453.0,1068596.0,919880.4,990065.8,888446.8,1031080.0,941660.3,887160.2
El och fjärrvärme,Stockholms län,Södertälje,232533.1,149484.1,153645.1,173017.6,141237.8,102427.3,85605.87,57309.31
El och fjärrvärme,Stockholms län,Nacka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Sundbyberg,7219.18,864.4957,172.8991,34.57983,383.0378,188.8591,3343.605,0.0
El och fjärrvärme,Stockholms län,Solna,16232.47,5959.87,3624.187,4084.479,1878.179,397.6759,6697.742,1148.377
El och fjärrvärme,Stockholms län,Lidingö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Vaxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Norrtälje,5317.146,1206.047,850.6867,1580.206,685.1091,1354.049,990.1403,1195.227
El och fjärrvärme,Stockholms län,Sigtuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Stockholms län,Nynäshamn,3090.652,21855.64,37516.0,36872.1,38834.8,38834.8,38834.8,38834.8
Egen uppvärmning av bostäder och lokaler,Stockholms län,Upplands Väsby,2854.752,2137.545,1972.391,1665.149,1511.546,1437.481,1295.414,1253.369
