Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Industri (energi och processer),Västernorrlands län,Örnsköldsvik,76590.35,81952.46,127252.0,79185.92,69747.59,74789.08,81669.26,89372.77
Industri (energi och processer),Jämtlands län,Ragunda,1856.534,536.6408,1494.536,619.819,713.949,710.9199,673.1851,1969.215
Industri (energi och processer),Jämtlands län,Bräcke,822.5077,644.8965,668.395,724.5375,834.3007,848.2745,1224.033,2105.352
Industri (energi och processer),Jämtlands län,Krokom,927.6782,767.7771,877.3431,807.9404,936.8759,2256.887,2018.057,1781.928
Industri (energi och processer),Jämtlands län,Strömsund,1967.571,2109.664,1857.614,2386.934,2731.334,3367.64,2762.365,2064.209
Industri (energi och processer),Jämtlands län,Åre,1040.697,875.9728,994.8605,929.6191,1090.427,1571.964,1273.3,905.8471
Industri (energi och processer),Jämtlands län,Berg,2978.083,2718.77,3088.114,925.816,641.0106,1158.993,2417.644,2607.166
Industri (energi och processer),Jämtlands län,Härjedalen,1393.498,1230.256,1451.352,1161.22,1511.168,2727.199,1797.205,1176.08
Industri (energi och processer),Jämtlands län,Östersund,8471.357,4796.144,4278.879,5067.596,3860.769,3983.527,4537.227,3433.203
Industri (energi och processer),Västerbottens län,Nordmaling,2762.605,1749.98,1216.285,669.3811,810.6992,668.2633,1180.349,2248.977
Industri (energi och processer),Västerbottens län,Bjurholm,141.4445,137.782,139.6037,139.3001,174.6371,186.1387,174.4855,146.8024
Industri (energi och processer),Västerbottens län,Vindeln,644.0324,550.8625,569.2374,627.4626,764.4636,718.3071,865.2499,953.3787
Industri (energi och processer),Västerbottens län,Robertsfors,767.4172,653.7312,666.3663,766.277,912.9907,764.5896,879.666,641.0546
Industri (energi och processer),Västerbottens län,Norsjö,680.8661,584.7043,546.6902,590.1706,715.8177,671.3623,702.3446,482.057
Industri (energi och processer),Västerbottens län,Malå,541.9839,462.4651,489.6529,522.2083,642.5664,663.7487,640.0189,429.2373
Industri (energi och processer),Västerbottens län,Storuman,443.2099,415.8955,438.6269,422.5274,560.6719,690.4395,565.0544,422.8441
Industri (energi och processer),Västerbottens län,Sorsele,287.8591,302.7612,356.0141,247.9396,350.8476,604.2541,389.1574,271.1309
Industri (energi och processer),Västerbottens län,Dorotea,375.4893,331.0515,351.9164,356.5872,450.4633,507.3535,454.1774,310.0912
Industri (energi och processer),Västerbottens län,Vännäs,305.2311,619.6428,644.1584,660.1652,755.7285,727.0329,775.4544,712.1378
Industri (energi och processer),Västerbottens län,Vilhelmina,497.9223,513.0056,593.2409,445.2625,653.557,1154.853,716.4228,510.9172
Industri (energi och processer),Västerbottens län,Åsele,280.4399,278.0676,308.0042,249.8402,343.0274,546.5207,373.1267,268.6892
Industri (energi och processer),Västerbottens län,Umeå,56864.68,41513.31,45301.7,43748.37,47218.57,43518.29,45406.22,47541.7
Industri (energi och processer),Västerbottens län,Lycksele,4757.514,4912.099,5437.398,5489.536,5122.487,5296.49,7155.788,7896.022
Industri (energi och processer),Västerbottens län,Skellefteå,255353.0,242426.6,294011.8,293612.9,284304.8,293510.6,292331.3,292272.2
Industri (energi och processer),Norrbottens län,Arvidsjaur,532.553,522.4743,555.8396,541.5973,658.1486,758.0845,725.4247,729.3607
Industri (energi och processer),Norrbottens län,Arjeplog,112.0456,142.931,162.0258,115.2997,154.9177,281.9092,159.9781,146.8611
Industri (energi och processer),Norrbottens län,Jokkmokk,893.7733,451.3548,512.252,1092.066,538.8081,884.2181,570.6172,438.9422
Industri (energi och processer),Norrbottens län,Överkalix,260.3255,261.3515,269.1841,263.1551,319.6347,362.3749,308.1115,243.8518
Industri (energi och processer),Norrbottens län,Kalix,15075.68,10773.63,15500.73,12131.66,10743.99,10084.14,7315.22,11287.47
Industri (energi och processer),Norrbottens län,Övertorneå,377.5095,371.3772,380.4619,387.3087,449.3745,452.1468,429.3546,357.0221
Industri (energi och processer),Norrbottens län,Pajala,692.5086,676.1855,898.1493,817.7314,1009.095,1379.431,1192.875,919.4353
Industri (energi och processer),Norrbottens län,Gällivare,138006.8,142713.1,141390.4,117587.6,124687.5,103753.0,112346.9,210619.6
Industri (energi och processer),Norrbottens län,Älvsbyn,364.8006,392.4294,401.9699,408.5914,469.5709,450.5147,425.7932,417.0213
Industri (energi och processer),Norrbottens län,Luleå,1541255.0,1405251.0,1117748.0,1326263.0,1277944.0,945632.5,1616938.0,1394078.0
Industri (energi och processer),Norrbottens län,Piteå,46231.09,46427.4,59490.21,46239.26,44849.51,35638.79,34918.06,39167.58
Industri (energi och processer),Norrbottens län,Boden,1145.898,1211.734,1269.443,1327.242,1549.538,1465.5,1382.365,1304.996
Industri (energi och processer),Norrbottens län,Haparanda,498.5873,508.0746,533.4981,553.7843,635.2164,598.5622,583.7065,535.5192
Industri (energi och processer),Norrbottens län,Kiruna,556279.2,582452.5,563238.5,546069.4,568690.0,536667.0,566390.4,561347.2
Transporter,Stockholms län,Upplands Väsby,69779.91,68748.13,64846.77,63271.54,61774.19,61855.57,59444.8,59595.57
Transporter,Stockholms län,Vallentuna,58302.89,57340.72,54222.85,52947.55,51751.98,51942.11,49931.65,61961.08
Transporter,Stockholms län,Österåker,68099.54,66784.84,63022.33,61775.1,60921.1,61229.92,58704.99,57138.1
Transporter,Stockholms län,Värmdö,83261.16,81756.77,74856.8,73909.33,73910.18,74343.18,70639.73,68566.82
Transporter,Stockholms län,Järfälla,68902.92,67464.21,63570.76,61965.74,60656.36,60879.02,58427.76,68458.05
Transporter,Stockholms län,Ekerö,43091.63,42399.98,39770.72,38840.09,38277.66,38069.24,36703.66,34259.41
Transporter,Stockholms län,Huddinge,129014.6,126104.3,118449.0,115038.3,112093.5,112283.9,106978.3,96888.75
Transporter,Stockholms län,Botkyrka,108029.2,105668.1,99419.72,96710.87,94329.66,94647.15,90344.64,80878.95
Transporter,Stockholms län,Salem,42031.85,40952.82,38651.87,37706.21,36941.59,37132.95,35527.65,36210.24
Transporter,Stockholms län,Haninge,137338.8,133504.0,120705.1,117921.2,117292.4,116198.1,109740.6,92146.92
Transporter,Stockholms län,Tyresö,18614.07,18262.98,17137.27,16671.05,16298.96,16302.13,15584.16,14879.75
Transporter,Stockholms län,Upplands-Bro,71594.06,69781.89,66082.83,64380.3,63721.62,63685.67,61457.59,76167.15
Transporter,Stockholms län,Nykvarn,44388.91,43414.86,41229.29,40265.53,39369.82,39651.47,38153.39,41773.5
Transporter,Stockholms län,Täby,82163.54,80357.39,75913.77,74017.3,72334.48,72769.48,69712.01,70441.6
Transporter,Stockholms län,Danderyd,52816.7,51665.67,48684.91,47399.53,46287.31,46502.52,44471.97,30290.56
Transporter,Stockholms län,Sollentuna,168350.7,164708.6,155108.6,150971.1,147340.9,147881.5,141284.7,126302.7
Transporter,Stockholms län,Stockholm,811520.9,793754.4,742737.6,721336.8,704351.1,705052.1,671688.1,596093.5
Transporter,Stockholms län,Södertälje,173906.4,169899.3,159933.1,155940.0,152589.8,153183.3,146559.8,139337.6
Transporter,Stockholms län,Nacka,91462.94,89473.67,83560.79,81255.23,79569.59,79731.87,75854.84,78892.96
Transporter,Stockholms län,Sundbyberg,18468.08,18071.32,16992.71,16513.87,16112.93,16148.93,15423.96,12355.69
Transporter,Stockholms län,Solna,143735.0,140534.1,132099.9,128316.5,125091.1,125412.5,119569.7,110774.7
Transporter,Stockholms län,Lidingö,12495.62,12208.12,11092.32,10874.58,10870.49,10855.51,10268.83,16949.87
Transporter,Stockholms län,Vaxholm,14989.94,14650.3,12961.56,12829.96,12958.09,12994.13,12396.65,14417.44
Transporter,Stockholms län,Norrtälje,150978.9,148743.3,138983.8,136552.2,134152.2,134234.0,129002.3,124964.9
Transporter,Stockholms län,Sigtuna,157360.6,160834.1,152112.5,149660.8,146524.4,144834.5,142699.0,141139.9
Transporter,Stockholms län,Nynäshamn,69303.61,67011.72,53204.04,52755.48,54037.64,52121.91,46807.75,42298.74
Transporter,Uppsala län,Håbo,49908.87,48924.7,46361.99,45304.82,44337.89,44633.16,42755.04,41426.06
Transporter,Uppsala län,Älvkarleby,22288.09,21727.48,20362.2,19872.22,19321.26,19328.1,18519.36,20277.21
Transporter,Uppsala län,Knivsta,66255.6,65804.53,62488.25,61255.3,59891.29,59937.95,58143.88,59253.27
Transporter,Uppsala län,Heby,40496.05,39492.47,37262.22,36289.58,35379.42,35499.29,33706.02,32941.03
Transporter,Uppsala län,Tierp,97308.84,95649.8,91061.09,89251.71,87567.57,87948.48,84814.99,88166.6
Transporter,Uppsala län,Uppsala,279642.2,274164.3,260416.5,254744.7,249443.8,251059.0,241753.6,245951.5
Transporter,Uppsala län,Enköping,148278.1,145238.2,137209.6,134127.8,131347.6,131928.3,126331.5,125071.9
Transporter,Uppsala län,Östhammar,66672.04,66398.93,63040.09,62635.49,61823.77,61525.82,60513.61,64014.38
Transporter,Södermanlands län,Vingåker,21522.22,21043.61,20005.97,19517.65,19087.21,19161.01,18429.83,18594.29
Transporter,Södermanlands län,Gnesta,20444.99,20227.54,19293.8,18838.86,18385.96,18453.45,17972.88,14351.83
Transporter,Södermanlands län,Nyköping,224884.7,220240.5,207702.4,202559.2,197649.5,198610.7,190415.6,186594.3
Transporter,Södermanlands län,Oxelösund,14582.02,14432.57,12402.6,12165.52,12289.95,12078.56,11200.39,12046.16
Transporter,Södermanlands län,Flen,42610.73,41682.1,39553.87,38527.07,37638.37,37779.64,36312.28,33574.57
Transporter,Södermanlands län,Katrineholm,70793.76,69138.32,65480.1,63748.05,62184.0,62391.55,59659.14,57559.62
Transporter,Södermanlands län,Eskilstuna,141301.0,138759.4,131685.2,128829.5,125988.6,126682.5,121535.2,142215.5
Transporter,Södermanlands län,Strängnäs,100000.3,97974.81,92802.73,90649.76,88824.11,89186.68,85594.97,86490.1
Transporter,Södermanlands län,Trosa,46209.86,45379.82,42734.85,41674.62,40746.24,40973.99,39468.79,37501.32
Transporter,Östergötlands län,Ödeshög,63166.56,61605.94,58067.36,56450.0,54901.79,55101.61,52306.48,48856.91
Transporter,Östergötlands län,Ydre,11909.76,11740.07,11096.0,10767.53,10446.54,10498.75,10183.52,9547.038
Transporter,Östergötlands län,Kinda,31092.08,30992.28,29349.65,28494.61,27657.25,27656.76,26848.84,27146.61
Transporter,Östergötlands län,Boxholm,16952.07,16543.36,15635.51,15216.52,14815.81,14907.56,14276.17,14353.57
Transporter,Östergötlands län,Åtvidaberg,24523.08,24378.37,23111.67,22420.99,21798.64,21861.68,21251.56,19773.08
Transporter,Östergötlands län,Finspång,33782.89,32991.2,31282.61,30414.33,29662.36,29763.7,28582.44,29348.33
Transporter,Östergötlands län,Valdemarsvik,30566.39,30469.99,28768.04,28169.26,27501.92,27677.05,27016.09,26233.96
Transporter,Östergötlands län,Linköping,312009.7,307925.7,288882.2,278608.6,274869.2,281822.6,267368.5,244309.0
Transporter,Östergötlands län,Norrköping,294746.2,288151.0,270794.0,263786.9,257511.9,258407.3,247096.5,221466.2
Transporter,Östergötlands län,Söderköping,38448.84,38168.01,36177.84,35302.22,34457.04,34619.74,33646.14,32207.4
Transporter,Östergötlands län,Motala,77706.18,75834.34,71770.28,69903.43,68214.71,68541.63,65527.7,58893.74
Transporter,Östergötlands län,Vadstena,14842.46,14470.38,13640.67,13262.05,12904.5,12932.19,12293.5,8681.364
Transporter,Östergötlands län,Mjölby,102270.2,99815.62,94301.97,91857.57,89563.17,90089.4,85898.41,83259.29
Transporter,Jönköpings län,Aneby,13683.79,13345.51,12628.71,12330.76,12010.99,12112.27,11630.4,13743.87
Transporter,Jönköpings län,Gnosjö,18976.71,18519.16,17517.35,17110.55,16736.94,16817.6,16069.3,17627.3
Transporter,Jönköpings län,Mullsjö,15904.19,15499.13,14595.89,14194.09,13790.72,13854.03,13136.67,13899.4
Transporter,Jönköpings län,Habo,26492.36,25863.63,24439.65,23809.43,23154.92,23356.38,22266.17,24575.3
Transporter,Jönköpings län,Gislaved,65200.82,63617.45,59961.64,58376.12,56909.27,57038.03,54289.77,51147.89
Transporter,Jönköpings län,Vaggeryd,85694.66,83451.33,78552.96,76288.33,74002.3,74136.74,70182.43,71640.36
Transporter,Jönköpings län,Jönköping,358235.6,349780.6,328804.4,319631.9,311289.5,312167.8,296468.5,279038.1
Transporter,Jönköpings län,Nässjö,58607.72,57186.5,54156.59,52744.82,51358.15,51702.55,49565.34,51051.59
Transporter,Jönköpings län,Värnamo,112062.6,109264.7,103004.2,100120.4,97260.79,97532.39,92752.93,97769.85
Transporter,Jönköpings län,Sävsjö,29792.39,29057.26,27369.91,26599.5,25830.17,25887.87,24684.57,24902.08
Transporter,Jönköpings län,Vetlanda,62679.0,61797.19,58426.01,56787.53,55231.76,55236.32,53039.05,54383.11
Transporter,Jönköpings län,Eksjö,44258.3,43467.43,41053.96,39897.15,38825.15,38925.99,37352.05,38478.23
Transporter,Jönköpings län,Tranås,23666.02,23110.02,21815.25,21220.2,20680.03,20799.72,19869.0,21519.49
Transporter,Kronobergs län,Uppvidinge,33315.0,32909.79,31065.72,30245.22,29409.08,29457.43,28179.39,26601.08
Transporter,Kronobergs län,Lessebo,17167.03,16757.7,15792.28,15375.35,14984.25,15046.39,14317.21,14011.0
Transporter,Kronobergs län,Tingsryd,41899.81,41092.59,38699.67,37666.67,36641.01,36731.93,34940.27,33644.54
Transporter,Kronobergs län,Alvesta,55404.62,54489.79,51615.86,50271.7,48915.28,49033.61,47019.86,47703.83
Transporter,Kronobergs län,Älmhult,37908.23,37381.0,35388.7,34451.55,33475.25,33496.16,32133.03,32341.15
Transporter,Kronobergs län,Markaryd,59524.98,57973.04,54456.59,52839.17,51235.48,51269.97,48415.99,47837.56
Transporter,Kronobergs län,Växjö,148218.0,145624.9,137673.8,134135.2,130882.1,131292.5,125850.2,122066.6
Transporter,Kronobergs län,Ljungby,131260.2,127843.7,120428.5,117033.3,113585.3,113848.2,107943.5,108925.7
Transporter,Kalmar län,Högsby,19833.6,19471.39,18359.67,17832.45,17327.69,17413.95,16600.03,16054.98
Transporter,Kalmar län,Torsås,16550.13,16173.97,15250.01,14883.16,14534.42,14639.83,13983.68,14238.19
Transporter,Kalmar län,Mörbylånga,37729.13,36942.45,33593.1,33046.27,32623.2,32571.12,30914.01,28601.14
Transporter,Kalmar län,Hultsfred,37231.8,36832.13,34719.68,33751.13,32749.43,32781.84,31328.91,30379.98
Transporter,Kalmar län,Mönsterås,33031.83,32236.57,30262.25,29556.7,28936.28,29060.69,27733.02,28315.04
Transporter,Kalmar län,Emmaboda,24826.29,24330.55,22999.23,22378.12,21814.83,21974.33,20992.6,20593.21
Transporter,Kalmar län,Kalmar,123644.2,120747.4,113992.7,111250.9,108908.5,109594.4,104826.6,100812.5
Transporter,Kalmar län,Nybro,46848.6,45795.69,43267.59,42140.29,41136.6,41378.6,39520.81,35578.11
Transporter,Kalmar län,Oskarshamn,63730.72,61857.79,54136.0,53156.95,52906.3,52074.6,48283.3,51274.5
Transporter,Kalmar län,Västervik,83162.21,82058.16,77653.41,75847.72,74052.05,74799.74,72166.76,70171.49
Transporter,Kalmar län,Vimmerby,39476.95,38917.14,36885.86,35941.65,35029.95,35229.81,34040.99,32745.51
Transporter,Kalmar län,Borgholm,43018.48,41628.62,33511.51,33296.65,33544.33,32659.03,29474.36,27045.26
Transporter,Gotlands län,Gotland,173154.7,168572.8,137789.9,136857.6,139778.2,135967.3,123755.1,123856.0
Transporter,Blekinge län,Olofström,21101.75,20751.89,19616.2,19143.54,18678.17,18773.5,17987.13,18413.01
Transporter,Blekinge län,Karlskrona,92825.71,90905.42,84354.3,82745.3,81710.11,81976.85,78264.28,79324.14
Transporter,Blekinge län,Ronneby,92780.67,94214.24,87059.03,82031.36,83247.94,89149.7,83434.34,85010.28
Transporter,Blekinge län,Karlshamn,56354.2,55049.08,51568.88,50416.71,49687.66,49961.72,47488.35,46609.48
Transporter,Blekinge län,Sölvesborg,33155.55,32432.7,30293.71,29617.84,28995.86,29158.16,27774.43,26715.28
Transporter,Skåne län,Svalöv,25880.6,25305.64,23960.3,23341.43,22795.38,22907.23,21889.66,20535.56
Transporter,Skåne län,Staffanstorp,64669.15,63155.39,59847.65,58434.81,57127.34,57580.31,55170.86,54897.28
Transporter,Skåne län,Burlöv,54511.55,53222.6,50369.22,49149.54,48015.16,48363.87,46276.68,46782.3
Transporter,Skåne län,Vellinge,56136.9,54742.44,51074.63,49923.1,48796.79,48969.05,46729.25,47363.16
Transporter,Skåne län,Östra Göinge,27829.34,27363.68,25897.15,25242.91,24592.55,24655.4,23682.86,24623.3
Transporter,Skåne län,Örkelljunga,62191.57,60589.08,56987.44,55344.25,53714.75,53807.59,50851.01,49734.02
Transporter,Skåne län,Bjuv,15943.5,15574.81,14732.11,14365.87,14030.9,14120.71,13503.0,13262.88
Transporter,Skåne län,Kävlinge,70103.2,68368.5,63987.13,62446.92,60850.94,60950.89,58125.3,58653.3
Transporter,Skåne län,Lomma,80790.96,78851.74,74588.96,72749.63,71022.22,71481.22,68256.37,69831.72
Transporter,Skåne län,Svedala,65653.94,65180.12,61666.73,60190.51,58743.25,58709.86,56682.07,56172.84
Transporter,Skåne län,Skurup,28958.66,28362.36,26578.05,25969.32,25379.06,25466.12,24330.21,22476.98
Transporter,Skåne län,Sjöbo,37948.94,37206.37,35237.63,34379.04,33541.14,33723.52,32305.77,34680.14
Transporter,Skåne län,Hörby,38863.13,38183.11,36196.49,35316.05,34433.53,34587.79,33209.21,34540.63
Transporter,Skåne län,Höör,46883.72,46011.24,43500.56,42371.76,41259.18,41375.85,39570.36,40181.63
Transporter,Skåne län,Tomelilla,30929.93,30179.41,28484.9,27745.05,27052.65,27192.0,25910.01,26763.38
Transporter,Skåne län,Bromölla,27732.47,27071.5,25616.02,24990.62,24406.43,24585.09,23480.54,24677.35
Transporter,Skåne län,Osby,26636.82,26336.11,24998.01,24353.02,23677.95,23688.91,22830.16,25852.46
Transporter,Skåne län,Perstorp,11684.61,11399.61,10698.48,10382.47,10088.93,10098.32,9555.718,9506.417
Transporter,Skåne län,Klippan,42641.33,41619.37,39277.94,38203.72,37190.65,37308.35,35468.58,33439.14
Transporter,Skåne län,Åstorp,47027.33,45876.17,43264.64,42109.64,41014.15,41190.67,39167.44,39584.44
Transporter,Skåne län,Båstad,40729.48,39787.98,37371.94,36457.96,35748.44,35818.84,34296.8,33451.34
Transporter,Skåne län,Malmö,342347.5,334430.6,314223.6,305723.8,298378.7,299367.4,285719.0,269753.1
Transporter,Skåne län,Lund,143925.6,141617.5,133986.8,130539.8,127929.5,127950.3,123349.6,118054.3
Transporter,Skåne län,Landskrona,103931.7,101261.4,94018.31,91777.76,90144.28,91361.28,85306.37,83081.09
Transporter,Skåne län,Helsingborg,254434.1,248231.1,232340.9,226210.8,220485.5,222598.6,211498.5,184642.0
Transporter,Skåne län,Höganäs,25017.59,24394.71,22450.86,21981.06,21730.8,21763.68,20647.23,22796.89
Transporter,Skåne län,Eslöv,75946.89,74362.75,70369.1,68589.89,66921.13,67231.73,64327.34,60881.25
Transporter,Skåne län,Ystad,56763.47,55382.94,51757.06,50458.86,49376.22,49517.89,47046.56,47934.83
Transporter,Skåne län,Trelleborg,58100.47,56779.14,52517.42,51222.98,50235.31,50069.31,47567.64,44980.72
Transporter,Skåne län,Kristianstad,171397.9,167679.5,158217.2,154335.3,150869.7,151557.0,144903.0,151679.9
Transporter,Skåne län,Simrishamn,31056.35,30387.39,28620.7,27968.8,27388.3,27623.06,26418.96,28009.55
Transporter,Skåne län,Ängelholm,130040.6,127003.4,120042.6,116944.8,113972.7,114554.9,109593.8,112154.0
Transporter,Skåne län,Hässleholm,119509.6,117091.3,110649.0,107727.7,104866.4,105172.0,100485.2,96723.18
Transporter,Hallands län,Hylte,34144.64,33359.52,31403.25,30512.5,29633.42,29706.45,28319.45,28080.61
Transporter,Hallands län,Halmstad,233610.7,228056.5,213749.0,207980.4,202778.2,203139.8,193264.0,179998.3
Transporter,Hallands län,Laholm,75416.13,73617.81,69656.25,67874.59,66155.87,66523.84,63618.53,62995.22
Transporter,Hallands län,Falkenberg,132913.7,129752.5,121911.9,118846.6,115744.4,116346.2,110811.6,115599.0
Transporter,Hallands län,Varberg,161894.8,158097.7,148813.4,145151.9,141807.2,142521.4,135829.7,146699.3
Transporter,Hallands län,Kungsbacka,180796.8,177003.8,166861.7,162993.7,159504.3,160557.9,153894.1,156083.3
Transporter,Västra Götalands län,Härryda,123157.8,121095.9,114403.6,111716.5,109153.8,109668.0,105310.8,102790.6
Transporter,Västra Götalands län,Partille,46356.86,45337.63,42761.39,41627.84,40654.71,40860.38,39118.93,32739.18
Transporter,Västra Götalands län,Öckerö,11896.9,11491.13,8680.667,8694.422,9130.994,8459.818,7640.577,7140.62
Transporter,Västra Götalands län,Stenungsund,95252.82,92922.56,87284.11,85160.7,83649.05,83950.07,80057.66,74025.28
Transporter,Västra Götalands län,Tjörn,30645.65,30000.8,27800.25,27311.04,27172.71,27238.38,26028.56,26140.09
Transporter,Västra Götalands län,Orust,30567.14,29941.59,28154.09,27629.3,27564.77,27833.42,26667.06,27825.41
Transporter,Västra Götalands län,Sotenäs,16851.39,16485.33,15091.74,14831.85,15331.96,14764.01,14074.98,15630.58
Transporter,Västra Götalands län,Munkedal,50603.59,49356.54,46583.7,45362.53,44189.72,44404.9,42238.38,43122.82
Transporter,Västra Götalands län,Tanum,70888.64,69231.69,65319.62,63656.44,62078.02,62329.65,59200.02,62356.89
Transporter,Västra Götalands län,Dals-Ed,11375.09,11107.41,10509.52,10252.71,10016.16,10085.9,9646.923,10201.67
Transporter,Västra Götalands län,Färgelanda,17874.68,17435.86,16491.96,16082.03,15712.14,15813.63,15114.05,15416.68
Transporter,Västra Götalands län,Ale,59917.62,58486.77,55197.62,53804.5,52542.18,52838.06,50480.06,53005.96
Transporter,Västra Götalands län,Lerum,78225.79,76968.07,72566.15,70769.17,69116.37,69291.9,66442.7,55244.76
Transporter,Västra Götalands län,Vårgårda,44089.37,43314.79,41091.63,40161.53,39171.54,39288.57,37613.6,38516.75
Transporter,Västra Götalands län,Bollebygd,40262.31,39427.1,37383.71,36523.05,35682.07,35919.19,34426.87,37478.89
Transporter,Västra Götalands län,Grästorp,21857.85,21311.61,20060.83,19519.34,19018.35,19139.37,18301.94,18357.91
Transporter,Västra Götalands län,Essunga,13789.09,13539.14,12797.3,12495.09,12184.4,12254.51,11806.49,12227.89
Transporter,Västra Götalands län,Karlsborg,21641.75,21240.81,20261.99,19811.97,19473.48,19320.25,18595.17,19361.3
Transporter,Västra Götalands län,Gullspång,25390.91,24797.06,23277.36,22630.08,21992.97,22004.61,20814.76,20856.81
Transporter,Västra Götalands län,Tranemo,33420.93,32612.75,30784.73,29986.56,29266.7,29425.27,28024.8,27166.8
Transporter,Västra Götalands län,Bengtsfors,27149.16,26510.23,25048.58,24416.23,23835.78,23976.99,22897.15,22510.65
Transporter,Västra Götalands län,Mellerud,26513.19,25856.86,24165.34,23581.54,23011.27,23051.5,21931.21,21050.51
Transporter,Västra Götalands län,Lilla Edet,31878.57,31099.16,29167.91,28423.25,27759.63,27839.62,26505.85,30370.92
Transporter,Västra Götalands län,Mark,65143.24,63759.61,60358.69,58894.46,57547.71,57874.8,55407.63,58508.65
Transporter,Västra Götalands län,Svenljunga,28898.08,28216.02,26658.43,25982.07,25370.33,25513.21,24340.8,23339.31
Transporter,Västra Götalands län,Herrljunga,19812.36,19564.42,18664.92,18307.49,17898.75,17943.2,17285.46,17392.9
Transporter,Västra Götalands län,Vara,63386.29,62165.68,58863.18,57435.71,55935.6,56125.82,53626.25,53954.92
Transporter,Västra Götalands län,Götene,36860.0,36115.78,34226.63,33405.64,32561.44,32797.14,31443.35,30629.1
Transporter,Västra Götalands län,Tibro,18468.06,18162.25,17249.96,16880.36,16513.66,16533.49,15844.98,15445.99
Transporter,Västra Götalands län,Töreboda,19138.56,19030.79,18272.41,17999.2,17626.96,17691.96,17175.64,17523.8
Transporter,Västra Götalands län,Göteborg,662498.1,646188.6,595629.5,579142.6,567378.7,564612.6,535277.9,492600.9
Transporter,Västra Götalands län,Mölndal,149999.4,146934.3,138533.6,135013.6,131901.1,132598.2,126983.4,117526.9
Transporter,Västra Götalands län,Kungälv,94857.5,92643.11,87022.21,85028.8,83466.13,83755.57,80065.67,79963.62
Transporter,Västra Götalands län,Lysekil,30182.24,29242.73,24477.46,24210.06,25526.05,24728.62,22422.4,23923.38
Transporter,Västra Götalands län,Uddevalla,158396.9,154374.9,145343.9,141632.8,138493.5,138954.4,132875.7,137838.9
Transporter,Västra Götalands län,Strömstad,41300.67,40299.75,37593.34,36687.02,36009.43,36139.94,34306.35,40384.77
Transporter,Västra Götalands län,Vänersborg,87697.87,85620.31,80638.19,78662.52,76845.28,77210.45,73726.19,69686.04
Transporter,Västra Götalands län,Trollhättan,87215.34,85151.29,80062.48,77985.65,76142.14,76430.62,72907.95,66883.81
Transporter,Västra Götalands län,Alingsås,69437.33,68152.61,64311.75,62711.78,61179.16,61454.45,58974.98,61049.01
Transporter,Västra Götalands län,Borås,183983.0,179871.5,169828.1,165473.3,161528.8,162350.4,155117.5,153566.9
Transporter,Västra Götalands län,Ulricehamn,75558.09,73715.58,69517.6,67645.2,65877.9,66207.43,62993.86,66948.2
Transporter,Västra Götalands län,Åmål,28522.57,27841.97,26312.51,25655.13,25020.58,25161.9,23986.57,23327.32
Transporter,Västra Götalands län,Mariestad,78709.01,77095.14,72732.62,70954.68,69146.87,69513.08,66445.09,64031.65
Transporter,Västra Götalands län,Lidköping,94993.45,96168.03,88300.15,83166.87,84351.75,90028.4,84400.44,84167.61
Transporter,Västra Götalands län,Skara,53906.9,52817.38,49981.88,48783.73,47560.21,47770.15,45658.55,47065.14
Transporter,Västra Götalands län,Skövde,85753.35,83800.48,79399.48,77512.94,75959.86,76284.69,73222.06,75874.08
Transporter,Västra Götalands län,Hjo,16768.35,16350.3,15485.79,15079.51,14683.22,14758.24,14094.51,13548.04
Transporter,Västra Götalands län,Tidaholm,23516.76,22929.71,21698.46,21143.27,20564.31,20752.95,19848.9,20567.69
Transporter,Västra Götalands län,Falköping,75375.82,73963.71,70190.81,68612.88,66994.28,67233.17,64380.24,61961.95
Transporter,Värmlands län,Kil,26964.51,26314.76,24881.76,24205.69,23567.17,23689.74,22582.93,23209.62
Transporter,Värmlands län,Eda,23393.97,22837.65,21561.0,21004.55,20492.19,20603.44,19654.26,18257.89
Transporter,Värmlands län,Torsby,38710.43,37793.58,35737.79,34834.41,33994.19,34202.26,32663.24,30063.4
Transporter,Värmlands län,Storfors,9532.499,9340.377,8748.41,8492.949,8279.012,8359.478,8074.17,8444.034
Transporter,Värmlands län,Hammarö,13571.99,13253.3,12355.61,12030.4,11754.05,11841.79,11416.5,10640.41
Transporter,Värmlands län,Munkfors,5917.702,5778.044,5447.839,5303.83,5173.644,5198.357,4956.687,3962.677
Transporter,Värmlands län,Forshaga,16699.1,16327.75,15439.17,15054.56,14702.7,14816.2,14183.86,13763.03
Transporter,Värmlands län,Grums,33061.56,32257.22,30304.53,29487.63,28745.41,28810.76,27383.86,24380.56
Transporter,Värmlands län,Årjäng,39017.06,38062.44,35942.68,35011.6,34119.58,34292.48,32639.86,31900.6
Transporter,Värmlands län,Sunne,39307.62,38373.69,36309.72,35358.41,34470.1,34672.58,33107.63,36015.31
Transporter,Värmlands län,Karlstad,176189.2,172104.6,162332.4,158129.1,154192.4,155216.7,148265.4,150399.8
Transporter,Värmlands län,Kristinehamn,67372.02,65670.66,61550.27,59815.44,58422.54,58500.26,55809.78,51051.22
Transporter,Värmlands län,Filipstad,29144.38,28368.37,26487.88,25673.59,24954.74,25137.62,24073.02,25580.85
