Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Produktanvändning (inkl. lösningsmedel),Uppsala län,Enköping,6860.654,6575.15,7061.257,7009.955,7164.847,7077.61,7259.89,7252.481
Produktanvändning (inkl. lösningsmedel),Uppsala län,Östhammar,4325.46,4148.304,3737.826,3708.64,3718.542,3638.648,3665.399,3633.507
Jordbruk,Uppsala län,Håbo,4887.263,5250.002,4532.554,4811.269,5034.204,4790.573,4764.841,5091.631
Jordbruk,Uppsala län,Älvkarleby,770.0612,803.9149,733.8942,768.2104,786.5806,1071.005,1059.316,1094.025
Jordbruk,Uppsala län,Knivsta,11667.47,12379.91,9897.597,10417.02,10744.18,10760.06,10701.65,11385.72
Jordbruk,Uppsala län,Heby,29851.95,31442.36,26135.97,27768.74,28595.73,28656.54,28414.4,30122.96
Jordbruk,Uppsala län,Tierp,42228.38,43690.72,38151.42,40287.62,41207.45,40498.28,40231.14,42070.78
Jordbruk,Uppsala län,Uppsala,93459.35,97679.0,87782.13,92689.71,94656.09,98112.33,97594.6,102061.7
Jordbruk,Uppsala län,Enköping,75186.98,79291.34,68402.83,72161.76,74865.75,75340.82,74932.31,79391.32
Jordbruk,Uppsala län,Östhammar,44329.3,45713.81,39635.28,42070.57,42499.98,40749.14,40481.72,42359.47
Avfall (inkl. avlopp),Uppsala län,Håbo,318.3008,335.7538,324.7117,333.1593,337.2845,293.8296,311.7106,322.2184
Avfall (inkl. avlopp),Uppsala län,Älvkarleby,1829.3,1735.195,1613.203,1542.335,1442.258,1311.571,1245.286,1196.686
Avfall (inkl. avlopp),Uppsala län,Knivsta,284.952,302.298,291.6361,300.7355,304.2583,260.9146,279.6089,289.8481
Avfall (inkl. avlopp),Uppsala län,Heby,456.2195,473.1893,461.8578,469.8714,473.1098,427.848,444.2572,454.8712
Avfall (inkl. avlopp),Uppsala län,Tierp,1584.893,1533.354,1453.368,1411.471,1350.979,1250.23,1212.361,1187.394
Avfall (inkl. avlopp),Uppsala län,Uppsala,14884.92,14601.82,13725.89,13675.32,12541.86,11630.77,12062.94,10255.66
Avfall (inkl. avlopp),Uppsala län,Enköping,10455.29,9744.244,9011.55,8505.036,7825.088,7208.216,6676.945,6301.671
Avfall (inkl. avlopp),Uppsala län,Östhammar,1038.884,1032.355,996.9687,986.7014,968.3378,902.1871,897.4473,896.5691
Utrikes transporter,Uppsala län,Håbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Älvkarleby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Knivsta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Heby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Tierp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Uppsala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Enköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Uppsala län,Östhammar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Hallands län,Hylte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Hallands län,Halmstad,82440.78,88561.66,78678.94,69790.78,65330.69,76394.81,77194.76,79339.01
El och fjärrvärme,Hallands län,Laholm,990.5713,895.5756,961.8404,892.7496,821.0318,2030.624,4122.989,3743.82
El och fjärrvärme,Hallands län,Falkenberg,5443.726,1190.157,1475.676,1107.277,601.6134,794.2279,630.4673,498.5217
El och fjärrvärme,Hallands län,Varberg,5357.327,6742.502,4373.035,4167.449,2321.665,3713.981,4886.607,3782.895
El och fjärrvärme,Hallands län,Kungsbacka,7733.309,1904.175,602.8074,663.3562,501.6067,525.5156,547.0006,547.0006
Egen uppvärmning av bostäder och lokaler,Hallands län,Hylte,3946.511,3154.447,2989.72,2727.03,2451.783,2347.887,2259.678,2236.112
Egen uppvärmning av bostäder och lokaler,Hallands län,Halmstad,25591.36,20929.15,17170.94,15685.03,15670.76,14145.15,13361.17,12197.88
Egen uppvärmning av bostäder och lokaler,Hallands län,Laholm,18418.18,14781.34,12463.82,11520.34,11177.82,10227.84,9547.148,8899.563
Egen uppvärmning av bostäder och lokaler,Hallands län,Falkenberg,20252.99,17415.36,13961.36,12724.66,13172.76,11736.44,11516.59,10325.52
Egen uppvärmning av bostäder och lokaler,Hallands län,Varberg,18354.69,15509.41,12684.96,11673.71,11820.12,10628.29,10343.93,9423.248
Egen uppvärmning av bostäder och lokaler,Hallands län,Kungsbacka,23893.59,20369.76,16174.31,14616.18,15219.66,13508.97,13135.01,11686.93
Industri (energi och processer),Hallands län,Hylte,39109.65,32954.13,31375.73,21531.54,18673.15,17840.72,18921.93,14633.6
Industri (energi och processer),Hallands län,Halmstad,206404.3,193774.2,173347.4,60115.45,43419.1,42167.88,45432.1,44892.46
Industri (energi och processer),Hallands län,Laholm,13863.96,13007.65,12250.38,13109.43,13522.09,13211.17,12484.63,11337.71
Industri (energi och processer),Hallands län,Falkenberg,23039.45,20687.9,26503.74,18970.26,18045.2,17061.1,20718.29,20408.36
Industri (energi och processer),Hallands län,Varberg,40748.27,23335.75,21654.86,18333.41,48054.85,28963.14,30789.93,36880.0
Industri (energi och processer),Hallands län,Kungsbacka,5220.405,3829.554,4169.756,4218.552,4778.919,4498.393,4749.505,4222.497
Transporter,Hallands län,Hylte,34399.11,33613.56,31664.97,30783.15,29914.81,30002.27,28626.96,28377.73
Transporter,Hallands län,Halmstad,235323.2,229730.3,215420.7,209691.8,204548.7,204975.6,195146.9,181811.8
Transporter,Hallands län,Laholm,75941.9,74133.33,70181.76,68414.59,66714.86,67108.7,64224.83,63617.82
Transporter,Hallands län,Falkenberg,133863.4,130682.9,122848.2,119810.7,116741.3,117390.6,111890.1,116757.6
Transporter,Hallands län,Varberg,163073.6,159248.6,149972.4,146343.4,143043.1,143813.0,137159.8,148180.1
Transporter,Hallands län,Kungsbacka,182157.4,178307.1,168152.9,164302.2,160846.9,161947.4,155316.4,157609.8
Arbetsmaskiner,Hallands län,Hylte,4727.998,4940.149,4968.335,4276.66,3808.512,4907.42,3851.692,4275.861
Arbetsmaskiner,Hallands län,Halmstad,26684.75,25103.99,24537.74,24449.4,24299.57,25520.22,22815.29,24336.28
Arbetsmaskiner,Hallands län,Laholm,11356.58,11267.13,10871.79,10331.34,10237.76,10965.19,10250.56,10863.19
Arbetsmaskiner,Hallands län,Falkenberg,18843.77,19246.35,17986.14,17032.75,17238.93,18229.31,16803.32,17574.98
Arbetsmaskiner,Hallands län,Varberg,23680.1,22740.77,22063.42,21670.21,23214.95,26188.0,22413.55,23027.14
Arbetsmaskiner,Hallands län,Kungsbacka,16760.63,16098.44,16033.82,16187.04,16446.07,17011.97,15176.48,15820.03
Produktanvändning (inkl. lösningsmedel),Hallands län,Hylte,2207.19,2117.346,1765.517,1735.484,1806.358,1787.297,1857.209,1830.679
Produktanvändning (inkl. lösningsmedel),Hallands län,Halmstad,15858.96,15212.91,16243.42,16184.22,16483.19,16237.25,16492.58,16377.51
Produktanvändning (inkl. lösningsmedel),Hallands län,Laholm,4473.666,4286.334,4068.257,4056.986,4126.007,4082.863,4160.416,4149.441
Produktanvändning (inkl. lösningsmedel),Hallands län,Falkenberg,7506.312,7198.838,7304.107,7285.135,7415.947,7276.642,7437.764,7366.949
Produktanvändning (inkl. lösningsmedel),Hallands län,Varberg,9744.275,9343.613,10370.96,10358.63,10499.07,10282.86,10418.74,10410.81
Produktanvändning (inkl. lösningsmedel),Hallands län,Kungsbacka,10618.8,10165.68,13130.62,13099.61,13289.13,13058.46,13223.6,13270.3
Jordbruk,Hallands län,Hylte,11076.0,11466.31,10639.28,11152.63,11156.4,9564.448,9648.327,10159.69
Jordbruk,Hallands län,Halmstad,61276.33,63141.31,59747.25,62366.74,63371.29,62305.32,62196.19,64536.12
Jordbruk,Hallands län,Laholm,85942.95,87416.31,81915.81,85072.01,85815.27,84892.85,84802.6,87455.57
Jordbruk,Hallands län,Falkenberg,97789.64,99589.94,92945.98,96543.31,97314.95,95167.97,95599.87,98719.59
Jordbruk,Hallands län,Varberg,93797.98,95825.24,93499.86,97154.24,97928.91,95641.58,95425.3,98534.37
Jordbruk,Hallands län,Kungsbacka,29617.74,30627.56,27073.18,28387.26,28878.24,27894.8,28185.52,29596.27
Avfall (inkl. avlopp),Hallands län,Hylte,5825.22,5428.234,5007.016,4723.753,4338.612,3971.464,3680.046,3470.185
Avfall (inkl. avlopp),Hallands län,Halmstad,21891.93,36506.76,16469.76,15553.76,13340.39,13675.01,12536.75,10713.53
Avfall (inkl. avlopp),Hallands län,Laholm,2274.773,2624.967,2309.785,2455.645,2353.537,2242.705,2032.806,2016.323
Avfall (inkl. avlopp),Hallands län,Falkenberg,5686.194,5862.797,5265.979,5268.477,5085.238,5477.904,4441.896,4501.078
Avfall (inkl. avlopp),Hallands län,Varberg,2772.455,2645.912,2490.302,2393.237,2263.624,2102.804,2005.449,1941.499
Avfall (inkl. avlopp),Hallands län,Kungsbacka,4319.042,4333.597,3575.187,2999.817,2679.469,2492.127,2371.89,2291.0
Utrikes transporter,Hallands län,Hylte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Hallands län,Halmstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Hallands län,Laholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Hallands län,Falkenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Hallands län,Varberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Hallands län,Kungsbacka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Jämtlands län,Ragunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Jämtlands län,Bräcke,566.1244,616.1434,421.7729,250.1203,218.0054,144.2286,276.4413,211.4824
El och fjärrvärme,Jämtlands län,Krokom,398.5539,425.7399,655.9923,736.572,694.6841,456.7928,761.187,0.0
El och fjärrvärme,Jämtlands län,Strömsund,197.1515,168.3205,221.9104,347.9361,286.8902,258.0073,256.1383,256.1433
El och fjärrvärme,Jämtlands län,Åre,2691.773,1669.226,1375.486,1308.926,1075.447,1094.757,1231.167,1120.917
El och fjärrvärme,Jämtlands län,Berg,119.5337,76.39759,126.4267,111.7237,89.69066,159.9516,122.9667,92.41536
El och fjärrvärme,Jämtlands län,Härjedalen,1459.762,730.0511,838.8668,524.1706,240.7037,266.5121,319.6967,282.1005
El och fjärrvärme,Jämtlands län,Östersund,32090.01,26531.13,36981.0,28392.12,23131.24,24690.33,21358.14,23561.44
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Ragunda,2043.588,1669.026,1619.281,1584.315,1390.376,1345.061,1329.58,1340.918
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Bräcke,2314.67,1865.346,1812.313,1790.734,1568.338,1512.093,1498.814,1518.161
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Krokom,4161.426,3330.672,3233.48,3201.924,2802.804,2701.253,2666.064,2705.051
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Strömsund,3709.209,2988.469,2897.293,2833.336,2480.317,2394.46,2366.453,2389.715
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Åre,3284.221,2580.635,2492.25,2406.796,2092.531,2021.059,1965.379,1983.147
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Berg,2912.973,2351.6,2286.326,2260.434,1979.613,1907.854,1896.624,1920.665
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Härjedalen,4053.984,3155.021,3032.148,2922.328,2545.59,2461.851,2355.086,2380.521
Egen uppvärmning av bostäder och lokaler,Jämtlands län,Östersund,6380.925,4976.172,4798.192,4711.855,4115.334,3970.244,3828.03,3891.623
Industri (energi och processer),Jämtlands län,Ragunda,2165.423,754.5647,1658.736,776.8652,867.7924,855.2301,841.259,2119.053
Industri (energi och processer),Jämtlands län,Bräcke,1308.324,1094.042,1177.284,1200.371,1345.532,1351.744,1738.739,2676.197
Industri (energi och processer),Jämtlands län,Krokom,963.1293,800.4681,1117.29,1169.591,1414.742,2979.7,2429.5,2246.694
Industri (energi och processer),Jämtlands län,Strömsund,2207.159,2376.181,2083.89,2567.194,2913.047,3550.412,2940.073,2192.402
Industri (energi och processer),Jämtlands län,Åre,1054.986,888.6634,1008.068,944.2635,1104.508,1590.958,1288.361,922.1196
Industri (energi och processer),Jämtlands län,Berg,3121.911,2860.979,3232.058,1062.86,792.1641,1301.927,2571.205,2783.868
Industri (energi och processer),Jämtlands län,Härjedalen,1628.067,1458.988,1713.68,1278.044,1536.652,2759.752,1824.065,1204.128
Industri (energi och processer),Jämtlands län,Östersund,8705.873,4943.604,4443.657,5245.521,4030.107,4212.712,4750.784,3655.084
Transporter,Jämtlands län,Ragunda,26062.66,25421.16,24011.09,23394.54,22812.84,22936.1,21855.3,18743.47
Transporter,Jämtlands län,Bräcke,26694.35,26107.38,24837.52,24289.75,23801.47,23912.48,22910.22,19586.8
Transporter,Jämtlands län,Krokom,45897.56,44851.24,42523.58,41518.66,40592.95,40856.98,39120.27,35351.91
Transporter,Jämtlands län,Strömsund,49633.16,48474.93,45913.68,44795.64,43730.12,43991.54,41988.79,37522.38
Transporter,Jämtlands län,Åre,40352.73,39440.5,37404.78,36534.03,35721.24,35936.08,34371.68,32756.39
Transporter,Jämtlands län,Berg,38082.18,37219.42,35354.18,34557.51,33830.68,34007.68,32543.54,28834.27
Transporter,Jämtlands län,Härjedalen,66692.61,65075.91,61513.42,59994.15,58601.04,58887.1,56254.1,52091.21
Transporter,Jämtlands län,Östersund,95200.79,93309.84,88708.0,86821.94,85411.4,85797.08,82634.27,77888.54
Arbetsmaskiner,Jämtlands län,Ragunda,10246.51,9310.617,13619.18,10209.04,7339.57,8304.025,9725.546,7907.725
Arbetsmaskiner,Jämtlands län,Bräcke,12663.21,11707.99,15429.86,12050.94,11829.28,12847.05,13204.3,10194.84
Arbetsmaskiner,Jämtlands län,Krokom,14425.36,11032.56,16393.37,16910.49,10698.98,14826.71,14089.56,14402.12
Arbetsmaskiner,Jämtlands län,Strömsund,22482.62,21979.34,25408.36,21104.12,17470.11,19976.81,19718.45,15961.18
Arbetsmaskiner,Jämtlands län,Åre,9636.347,7489.166,13005.11,9723.331,8282.902,9012.172,9622.62,8814.389
Arbetsmaskiner,Jämtlands län,Berg,11154.2,10345.01,12421.52,9456.304,12051.62,12916.82,12364.88,9053.675
Arbetsmaskiner,Jämtlands län,Härjedalen,22490.18,24953.81,21682.06,21357.63,14755.37,21355.83,21704.59,15827.59
Arbetsmaskiner,Jämtlands län,Östersund,25696.64,23361.43,27152.41,26525.93,23109.72,25845.74,25345.38,25032.87
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Ragunda,1373.357,1316.631,983.4581,960.5447,969.967,939.7419,932.8967,918.6109
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Bräcke,1737.461,1666.985,1199.226,1157.196,1147.906,1115.08,1115.322,1107.97
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Krokom,2803.606,2685.83,2516.455,2514.191,2519.852,2485.444,2492.306,2450.451
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Strömsund,3154.661,3024.082,2158.163,2115.688,2114.223,2023.177,2031.392,1987.759
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Åre,1959.571,1875.001,1813.413,1795.361,1830.115,1798.761,1860.217,1858.848
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Berg,1698.33,1626.408,1261.667,1249.881,1256.433,1227.895,1212.827,1205.308
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Härjedalen,2446.541,2343.204,1823.565,1822.738,1828.205,1799.803,1792.862,1737.282
Produktanvändning (inkl. lösningsmedel),Jämtlands län,Östersund,11421.8,10946.29,10331.02,10273.37,10383.28,10165.84,10266.25,10183.99
Jordbruk,Jämtlands län,Ragunda,5804.481,6349.47,6497.678,6606.301,6568.706,6539.039,6590.202,6826.807
Jordbruk,Jämtlands län,Bräcke,5048.935,5480.229,5193.331,5261.75,5229.465,5127.59,5134.58,5352.25
Jordbruk,Jämtlands län,Krokom,27809.72,29354.8,26544.89,26903.62,26647.46,26803.96,26791.81,27500.86
Jordbruk,Jämtlands län,Strömsund,12646.58,13622.55,12785.92,12954.07,12900.88,12744.85,12796.86,13274.14
Jordbruk,Jämtlands län,Åre,16566.2,17484.58,16804.87,16994.03,16795.24,15842.91,15856.73,16292.42
Jordbruk,Jämtlands län,Berg,18778.07,19834.65,18356.99,18553.58,18446.33,18225.42,18258.38,18758.67
Jordbruk,Jämtlands län,Härjedalen,7655.386,8022.631,7466.948,7423.307,7542.935,7305.672,7334.773,7634.802
Jordbruk,Jämtlands län,Östersund,23831.67,25712.75,23673.49,24077.22,23942.71,22662.78,22880.29,23700.51
Avfall (inkl. avlopp),Jämtlands län,Ragunda,654.8695,644.0911,605.5825,594.8808,572.008,506.7437,504.4701,499.7471
Avfall (inkl. avlopp),Jämtlands län,Bräcke,2478.296,2330.356,2155.819,2048.175,1896.81,1724.507,1619.528,1541.923
Avfall (inkl. avlopp),Jämtlands län,Krokom,1638.038,1563.808,1462.334,1406.37,1323.869,1207.65,1156.418,1118.418
Avfall (inkl. avlopp),Jämtlands län,Strömsund,5317.41,4989.108,4635.903,4399.863,4078.658,3760.992,3516.721,3344.654
Avfall (inkl. avlopp),Jämtlands län,Åre,6584.233,6131.441,5655.75,5334.073,4895.711,4484.591,4152.109,3912.506
Avfall (inkl. avlopp),Jämtlands län,Berg,2853.195,2675.294,2471.529,2343.38,2163.449,1967.852,1841.207,1747.522
Avfall (inkl. avlopp),Jämtlands län,Härjedalen,6344.665,5925.463,5482.758,5183.889,4776.991,4390.011,4080.28,3859.201
Avfall (inkl. avlopp),Jämtlands län,Östersund,21600.94,20094.61,18853.84,17068.27,15051.94,14376.47,14455.38,12835.09
Utrikes transporter,Jämtlands län,Ragunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Bräcke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Krokom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Strömsund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Åre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Berg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Härjedalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Jämtlands län,Östersund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Blekinge län,Olofström,1551.306,799.9128,972.5414,733.154,524.6586,682.5012,671.6222,597.6094
El och fjärrvärme,Blekinge län,Karlskrona,7735.229,6214.103,5679.825,2237.574,2463.493,1976.035,1825.115,7813.719
El och fjärrvärme,Blekinge län,Ronneby,3361.161,3361.161,2185.994,1115.057,806.6769,897.3466,1393.086,948.4055
El och fjärrvärme,Blekinge län,Karlshamn,146027.9,22912.96,26190.38,10233.48,4484.718,4541.918,12077.27,5869.358
El och fjärrvärme,Blekinge län,Sölvesborg,144.0336,714.8321,125.3627,664.1533,45.34378,1074.917,421.4329,1290.966
Egen uppvärmning av bostäder och lokaler,Blekinge län,Olofström,7145.254,5948.76,4846.887,4427.833,4474.866,4022.572,3853.838,3498.224
Egen uppvärmning av bostäder och lokaler,Blekinge län,Karlskrona,20108.51,16962.56,13768.77,12595.09,12836.39,11512.37,11160.0,10114.54
Egen uppvärmning av bostäder och lokaler,Blekinge län,Ronneby,12526.14,10671.0,8577.973,7817.893,8056.955,7190.045,7014.11,6307.823
Egen uppvärmning av bostäder och lokaler,Blekinge län,Karlshamn,13940.7,11603.29,9394.731,8538.283,8675.286,7781.7,7429.835,6710.228
Egen uppvärmning av bostäder och lokaler,Blekinge län,Sölvesborg,9395.918,7832.289,6316.28,5723.812,5838.059,5229.017,4988.408,4489.998
Industri (energi och processer),Blekinge län,Olofström,2846.581,10525.61,10838.39,9859.468,6533.167,6369.639,8609.817,7439.673
Industri (energi och processer),Blekinge län,Karlskrona,6183.325,4984.139,5347.177,5445.48,5608.84,5335.885,5578.281,4376.198
Industri (energi och processer),Blekinge län,Ronneby,12406.33,9820.194,9041.104,9185.084,7901.56,7126.34,6943.086,6917.252
Industri (energi och processer),Blekinge län,Karlshamn,74955.68,75078.03,73957.66,65756.18,39205.37,42075.96,33950.1,26687.15
Industri (energi och processer),Blekinge län,Sölvesborg,7523.856,5926.993,6191.898,6108.874,5988.18,6579.633,5434.815,6437.907
Transporter,Blekinge län,Olofström,21254.22,20900.66,19766.35,19296.64,18835.67,18937.24,18155.73,18590.59
Transporter,Blekinge län,Karlskrona,93640.76,91679.16,85095.28,83497.94,82487.77,82775.4,79067.45,80173.94
Transporter,Blekinge län,Ronneby,93735.68,95192.38,87981.43,82901.54,84164.57,90167.83,84395.64,86008.56
Transporter,Blekinge län,Karlshamn,56802.8,55480.71,51995.54,50852.77,50142.78,50434.25,47967.82,47100.19
Transporter,Blekinge län,Sölvesborg,33414.37,32683.16,30540.93,29871.39,29258.35,29431.6,28053.7,26979.7
Arbetsmaskiner,Blekinge län,Olofström,4738.682,4405.92,4176.116,4168.057,3831.883,3943.935,3534.232,3988.268
Arbetsmaskiner,Blekinge län,Karlskrona,17105.49,16390.45,16571.87,14798.9,15098.68,16658.47,13798.01,14783.57
Arbetsmaskiner,Blekinge län,Ronneby,10451.83,10498.44,9547.855,8845.062,8428.897,9146.741,8383.455,9139.33
Arbetsmaskiner,Blekinge län,Karlshamn,10367.62,9819.785,9409.576,9158.516,8572.651,9071.191,8756.876,9334.454
Arbetsmaskiner,Blekinge län,Sölvesborg,7888.857,7499.786,7445.223,7140.854,7106.769,6964.002,6433.719,6472.466
Produktanvändning (inkl. lösningsmedel),Blekinge län,Olofström,2984.626,2863.922,2275.025,2254.177,2263.563,2220.428,2270.916,2229.237
Produktanvändning (inkl. lösningsmedel),Blekinge län,Karlskrona,11525.37,11040.07,10951.2,10868.08,10959.99,10785.41,10933.8,10797.11
Produktanvändning (inkl. lösningsmedel),Blekinge län,Ronneby,5708.191,5470.539,4848.836,4796.88,4886.034,4817.668,4894.075,4866.689
Produktanvändning (inkl. lösningsmedel),Blekinge län,Karlshamn,6301.78,6050.384,5482.744,5442.823,5488.156,5376.716,5432.064,5336.542
Produktanvändning (inkl. lösningsmedel),Blekinge län,Sölvesborg,3143.73,3015.542,2913.199,2874.886,2907.513,2862.63,2893.641,2854.123
Jordbruk,Blekinge län,Olofström,8706.775,8889.391,7964.699,8324.156,8216.057,8282.322,8152.3,8661.472
Jordbruk,Blekinge län,Karlskrona,45729.6,46954.9,44857.58,47420.62,47152.79,45549.47,45045.81,47381.68
Jordbruk,Blekinge län,Ronneby,28847.66,29743.23,27506.74,28702.79,28366.63,30121.42,29633.63,31347.99
Jordbruk,Blekinge län,Karlshamn,15294.6,15524.91,15334.19,16648.12,15798.05,16417.2,15969.69,16849.41
Jordbruk,Blekinge län,Sölvesborg,19841.09,21080.02,19584.73,21324.64,21668.55,21226.06,21360.29,22401.71
Avfall (inkl. avlopp),Blekinge län,Olofström,399.1188,416.4955,404.9985,412.6892,417.0452,372.8301,389.4292,400.2229
Avfall (inkl. avlopp),Blekinge län,Karlskrona,29961.64,27951.42,25787.89,24044.51,22004.73,19744.39,17908.8,16806.01
Avfall (inkl. avlopp),Blekinge län,Ronneby,10232.64,9491.933,8729.904,8204.116,7497.262,6863.595,6316.427,5923.457
Avfall (inkl. avlopp),Blekinge län,Karlshamn,5471.498,4839.231,4732.059,5195.268,4621.556,4950.046,5696.135,5052.193
Avfall (inkl. avlopp),Blekinge län,Sölvesborg,649.3403,665.9419,653.78,660.4341,663.5517,616.2089,629.9279,641.0244
Utrikes transporter,Blekinge län,Olofström,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Karlskrona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Ronneby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Karlshamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Blekinge län,Sölvesborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Härryda,0.0,0.0,0.0,0.0,0.0,0.0,735.636,646.5153
El och fjärrvärme,Västra Götalands län,Partille,1089.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Öckerö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Stenungsund,39043.19,9184.556,19979.64,3540.237,3216.481,9037.712,504.6622,506.6102
El och fjärrvärme,Västra Götalands län,Tjörn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Orust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Sotenäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Munkedal,44.52648,38.2627,39.1978,40.78489,36.5826,39.18759,39.44859,38.9716
El och fjärrvärme,Västra Götalands län,Tanum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Dals-Ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Färgelanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Ale,2235.664,548.1056,420.0159,634.2393,387.705,152.8866,319.8601,223.5864
El och fjärrvärme,Västra Götalands län,Lerum,2296.201,729.2474,643.5271,952.8372,437.2554,420.1597,541.5738,480.2604
El och fjärrvärme,Västra Götalands län,Vårgårda,1226.987,491.6887,664.6742,433.5888,374.877,385.537,478.6747,311.4052
El och fjärrvärme,Västra Götalands län,Bollebygd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Grästorp,134.0866,152.4336,81.69278,155.8936,119.6657,177.1705,179.1315,168.7095
El och fjärrvärme,Västra Götalands län,Essunga,222.0834,113.6557,132.5066,36.0791,31.56452,34.64471,39.36469,48.09727
El och fjärrvärme,Västra Götalands län,Karlsborg,754.996,686.9422,527.3096,425.6299,345.6071,241.5134,331.8971,254.1883
El och fjärrvärme,Västra Götalands län,Gullspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Tranemo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Bengtsfors,3159.022,2925.782,1493.066,853.8947,198.9375,232.6034,267.4653,506.7236
El och fjärrvärme,Västra Götalands län,Mellerud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västra Götalands län,Lilla Edet,72.01661,24.00544,45.34378,120.0277,21.33824,29.34002,45.34378,213.3824
El och fjärrvärme,Västra Götalands län,Mark,1293.127,774.052,809.5408,934.8345,492.0237,961.2574,1109.227,806.1908
