Huvudsektor,Län,Kommun,2010,2011,2012,2013,2014,2015,2016,2017
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Kinda,2011.477,1926.268,1696.941,1697.547,1701.0,1644.388,1662.874,1633.033
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Boxholm,1160.004,1117.767,951.8874,955.4631,957.8527,943.9032,944.9812,946.6204
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Åtvidaberg,2504.598,2400.428,1994.067,1973.734,1977.663,1937.182,1940.5,1899.717
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Finspång,4542.988,4351.523,3589.227,3560.136,3600.922,3526.932,3568.987,3521.596
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Valdemarsvik,1724.03,1649.987,1318.17,1307.558,1317.731,1305.282,1314.276,1313.724
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Linköping,24053.33,23047.24,25649.0,25583.96,25959.32,25373.58,25805.91,25709.98
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Norrköping,23941.29,22975.49,23189.68,23119.48,23438.22,23059.31,23409.45,23211.52
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Söderköping,2603.005,2491.939,2437.729,2400.637,2425.715,2365.559,2380.876,2361.331
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Motala,8260.888,7919.855,7296.09,7240.655,7329.457,7170.494,7215.646,7114.99
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Vadstena,1480.927,1419.358,1274.985,1263.181,1260.868,1230.458,1229.218,1206.802
Produktanvändning (inkl. lösningsmedel),Östergötlands län,Mjölby,5132.963,4925.928,4648.905,4603.089,4678.791,4556.271,4571.539,4554.767
Jordbruk,Östergötlands län,Ödeshög,23180.79,24439.81,23759.98,24607.63,25077.54,23462.51,23620.76,24982.74
Jordbruk,Östergötlands län,Ydre,22827.6,23360.03,22967.77,23553.92,23597.07,23160.15,23149.85,23920.78
Jordbruk,Östergötlands län,Kinda,45051.99,46006.74,43800.41,44911.56,45211.76,46694.66,46527.39,47968.45
Jordbruk,Östergötlands län,Boxholm,13878.64,14442.26,13832.48,14241.16,14319.05,14672.49,14657.4,15269.28
Jordbruk,Östergötlands län,Åtvidaberg,25253.06,25983.59,23235.28,23934.5,24127.51,23269.67,23310.23,24408.88
Jordbruk,Östergötlands län,Finspång,22469.82,23342.41,22362.18,23058.9,23375.12,22900.76,22800.9,23883.36
Jordbruk,Östergötlands län,Valdemarsvik,30193.69,31375.57,28188.1,29138.13,29481.43,27701.58,27599.33,29089.35
Jordbruk,Östergötlands län,Linköping,108971.6,113831.8,110475.0,113974.7,116208.0,116468.6,116068.3,121247.4
Jordbruk,Östergötlands län,Norrköping,73936.55,77935.23,70015.83,72801.47,74321.35,71472.27,71162.75,75445.56
Jordbruk,Östergötlands län,Söderköping,30679.94,32578.64,28804.16,30122.33,30833.0,31141.38,30986.63,32849.78
Jordbruk,Östergötlands län,Motala,44257.63,47089.77,41078.89,43250.41,44728.8,41006.55,40755.27,43598.04
Jordbruk,Östergötlands län,Vadstena,19009.83,20761.37,18224.6,19581.65,20617.45,20012.45,19814.06,21200.28
Jordbruk,Östergötlands län,Mjölby,42221.55,44984.8,41172.02,42897.09,44240.03,44000.28,43799.83,46482.9
Avfall (inkl. avlopp),Östergötlands län,Ödeshög,510.0932,507.0781,476.3411,471.3266,455.712,396.912,400.9506,400.2071
Avfall (inkl. avlopp),Östergötlands län,Ydre,533.1505,530.9234,500.8802,496.2189,481.3917,422.8887,427.082,426.88
Avfall (inkl. avlopp),Östergötlands län,Kinda,946.138,917.2773,860.9167,837.4083,797.4226,717.4893,701.2555,687.0648
Avfall (inkl. avlopp),Östergötlands län,Boxholm,688.6227,673.9136,630.8833,616.6343,590.8273,522.901,517.1734,510.4405
Avfall (inkl. avlopp),Östergötlands län,Åtvidaberg,1033.725,1007.214,952.8309,930.2187,892.6331,813.4196,797.3599,784.8546
Avfall (inkl. avlopp),Östergötlands län,Finspång,2084.617,1994.497,1876.889,1808.59,1711.257,1580.328,1514.412,1468.779
Avfall (inkl. avlopp),Östergötlands län,Valdemarsvik,578.2051,582.3115,558.7537,558.5013,549.1585,494.1867,502.05,505.5645
Avfall (inkl. avlopp),Östergötlands län,Linköping,6960.972,7255.204,7666.465,7926.586,8205.31,8494.426,7530.633,7298.872
Avfall (inkl. avlopp),Östergötlands län,Norrköping,20418.4,19190.88,17806.49,17125.77,15161.06,13975.38,12952.53,12247.58
Avfall (inkl. avlopp),Östergötlands län,Söderköping,537.8134,537.1942,508.7838,505.2431,491.8335,434.3025,439.4805,440.2047
Avfall (inkl. avlopp),Östergötlands län,Motala,5497.602,4671.87,4435.276,3818.914,3600.952,3362.943,3192.344,3080.344
Avfall (inkl. avlopp),Östergötlands län,Vadstena,277.593,294.9792,284.3126,293.3994,297.0229,253.7969,272.5397,282.7891
Avfall (inkl. avlopp),Östergötlands län,Mjölby,659.7171,676.6402,663.9603,669.7068,674.0649,627.1047,639.9843,651.4764
Utrikes transporter,Östergötlands län,Ödeshög,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Ydre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Kinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Boxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Åtvidaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Finspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Valdemarsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Linköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Norrköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Söderköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Motala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Vadstena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Östergötlands län,Mjölby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Västernorrlands län,Ånge,117.3607,249.2993,442.7708,429.4328,429.4328,429.4328,429.4328,328.1871
El och fjärrvärme,Västernorrlands län,Timrå,45.33998,164.6046,262.1193,305.5762,367.728,250.5883,350.0141,1047.867
El och fjärrvärme,Västernorrlands län,Härnösand,18804.55,11372.07,15635.56,13812.16,8148.438,11813.37,11999.37,10240.57
El och fjärrvärme,Västernorrlands län,Sundsvall,166350.6,114630.9,96262.07,93093.58,69083.69,63724.41,65544.95,61328.42
El och fjärrvärme,Västernorrlands län,Kramfors,9011.306,8437.168,6949.791,4753.417,3565.341,4016.339,5667.475,7101.081
El och fjärrvärme,Västernorrlands län,Sollefteå,859.3947,563.2625,663.6592,478.8227,316.2452,341.9911,450.0928,496.5277
El och fjärrvärme,Västernorrlands län,Örnsköldsvik,55477.45,40651.09,41022.79,32099.11,35834.2,36638.3,45831.88,49228.17
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Ånge,2973.23,2328.037,2247.59,2168.818,1882.645,1821.352,1756.866,1773.739
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Timrå,3302.563,2518.472,2430.669,2294.05,1989.268,1930.181,1809.31,1834.415
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Härnösand,4926.963,3878.906,3766.864,3447.561,3002.17,2924.243,2796.638,2805.364
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Sundsvall,13494.19,10244.52,9875.133,9373.129,8124.253,7880.01,7356.671,7472.193
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Kramfors,6143.076,4820.322,4674.256,4405.74,3839.216,3730.269,3562.104,3597.008
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Sollefteå,5428.532,4220.468,4062.239,3940.709,3428.713,3323.152,3151.722,3194.884
Egen uppvärmning av bostäder och lokaler,Västernorrlands län,Örnsköldsvik,12310.52,9678.836,9411.908,8876.617,7726.097,7503.151,7213.82,7285.086
Industri (energi och processer),Västernorrlands län,Ånge,32092.42,29714.32,25283.64,25133.78,36444.99,30941.66,24466.87,27397.94
Industri (energi och processer),Västernorrlands län,Timrå,92305.25,74710.46,30058.08,35338.16,24151.91,28703.21,43311.06,52036.64
Industri (energi och processer),Västernorrlands län,Härnösand,2294.797,1276.94,1531.448,2732.808,1888.349,1939.667,1982.675,1816.497
Industri (energi och processer),Västernorrlands län,Sundsvall,410447.8,443753.8,371962.0,353361.1,346647.1,290696.1,307647.9,321047.8
Industri (energi och processer),Västernorrlands län,Kramfors,35817.35,29699.27,27071.96,23539.45,20457.96,20400.57,26782.81,26299.95
Industri (energi och processer),Västernorrlands län,Sollefteå,1003.368,857.1114,898.9382,1757.955,1070.12,1189.232,1819.691,837.6956
Industri (energi och processer),Västernorrlands län,Örnsköldsvik,91228.59,95055.93,141065.4,93637.04,84159.36,88340.65,95279.44,103397.1
Transporter,Västernorrlands län,Ånge,31740.69,31015.21,29485.5,28804.76,28278.42,28378.88,27175.75,25484.85
Transporter,Västernorrlands län,Timrå,48282.67,47288.01,44324.89,43209.38,42141.74,42188.59,40431.47,39029.2
Transporter,Västernorrlands län,Härnösand,60414.59,58991.83,55016.42,53546.61,52317.05,52495.61,50000.28,46827.26
Transporter,Västernorrlands län,Sundsvall,181250.9,177164.0,165622.4,161317.5,157830.6,158180.9,150729.7,156189.2
Transporter,Västernorrlands län,Kramfors,66829.99,65268.17,61177.25,59764.81,58407.56,58723.26,56274.78,52324.3
Transporter,Västernorrlands län,Sollefteå,61208.55,59605.23,56320.27,54828.4,53536.8,53733.72,51257.94,44480.69
Transporter,Västernorrlands län,Örnsköldsvik,137001.3,133674.0,125133.4,122200.9,119802.9,120041.3,114827.7,106267.3
Arbetsmaskiner,Västernorrlands län,Ånge,12414.76,17050.26,16168.21,13764.13,21496.81,14401.27,11439.41,13210.97
Arbetsmaskiner,Västernorrlands län,Timrå,8100.045,8428.413,8385.216,8472.663,8475.24,8017.908,8537.643,8148.578
Arbetsmaskiner,Västernorrlands län,Härnösand,9458.477,9348.063,9327.587,9968.291,9512.999,9646.551,9512.196,9057.738
Arbetsmaskiner,Västernorrlands län,Sundsvall,32831.79,32947.82,35514.31,34561.18,38841.23,34202.93,34012.34,33900.71
Arbetsmaskiner,Västernorrlands län,Kramfors,11707.71,12191.76,13296.0,12690.53,11621.26,11715.72,12453.65,10809.86
Arbetsmaskiner,Västernorrlands län,Sollefteå,21416.64,28815.84,24238.25,20787.54,17045.69,21513.86,17607.1,19686.48
Arbetsmaskiner,Västernorrlands län,Örnsköldsvik,35651.74,37105.36,36719.03,39600.26,36750.54,37215.56,32781.1,36503.9
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Ånge,2488.406,2387.992,1716.478,1670.784,1674.09,1632.485,1617.304,1597.851
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Timrå,3697.148,3549.785,3187.481,3156.619,3142.842,3052.31,3062.891,3009.02
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Härnösand,5403.452,5178.563,4243.645,4206.987,4260.721,4190.663,4222.21,4140.849
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Sundsvall,18531.23,17773.87,16861.57,16694.21,16756.78,16359.52,16449.72,16246.61
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Kramfors,4889.696,4693.7,3330.682,3271.577,3282.416,3178.041,3229.305,3188.695
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Sollefteå,4857.816,4652.77,3448.162,3371.4,3438.418,3342.188,3342.866,3267.733
Produktanvändning (inkl. lösningsmedel),Västernorrlands län,Örnsköldsvik,11791.72,11317.48,9701.32,9578.24,9646.651,9416.284,9492.814,9325.428
Jordbruk,Västernorrlands län,Ånge,7350.624,7796.561,7430.348,7551.163,7539.505,7719.05,7686.6,8003.273
Jordbruk,Västernorrlands län,Timrå,5326.355,5565.003,5287.932,5392.651,5388.64,4756.819,4735.266,4910.824
Jordbruk,Västernorrlands län,Härnösand,7182.008,7583.631,5996.889,6147.736,6169.314,6386.06,6385.038,6626.905
Jordbruk,Västernorrlands län,Sundsvall,23912.82,24829.15,23298.38,23701.11,23722.79,21992.09,21898.87,22664.09
Jordbruk,Västernorrlands län,Kramfors,18354.03,19123.26,17573.62,18132.09,17865.58,16605.67,16601.82,17154.62
Jordbruk,Västernorrlands län,Sollefteå,13694.23,14557.46,12837.73,13158.67,13178.5,11842.89,11845.95,12406.02
Jordbruk,Västernorrlands län,Örnsköldsvik,33043.22,33984.57,32120.54,32852.16,32650.46,31329.14,31345.15,32284.2
Avfall (inkl. avlopp),Västernorrlands län,Ånge,917.2322,899.3989,853.2697,836.3282,807.2827,734.9743,725.0271,717.2071
Avfall (inkl. avlopp),Västernorrlands län,Timrå,511.3453,528.5939,516.495,523.1847,527.7856,482.4855,497.3465,508.5143
Avfall (inkl. avlopp),Västernorrlands län,Härnösand,16374.49,15169.12,13947.18,13094.48,11951.21,10955.04,10061.39,9479.863
Avfall (inkl. avlopp),Västernorrlands län,Sundsvall,15586.64,14612.69,13614.83,12912.52,11988.63,11151.18,10401.68,9892.743
Avfall (inkl. avlopp),Västernorrlands län,Kramfors,2215.114,2118.558,1993.397,1918.902,1816.797,1680.767,1608.28,1559.61
Avfall (inkl. avlopp),Västernorrlands län,Sollefteå,6382.28,5959.935,5513.546,5211.715,4802.541,4413.351,4100.656,3878.016
Avfall (inkl. avlopp),Västernorrlands län,Örnsköldsvik,3459.202,3344.636,3198.825,3105.271,2987.901,2828.341,2729.123,2674.583
Utrikes transporter,Västernorrlands län,Ånge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Timrå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Härnösand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Sundsvall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Kramfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Sollefteå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utrikes transporter,Västernorrlands län,Örnsköldsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Svalöv,1052.957,786.0569,394.9679,219.3924,520.1306,258.0543,409.6029,231.5584
El och fjärrvärme,Skåne län,Staffanstorp,1695.926,1015.037,611.3014,833.2048,518.5926,452.8518,504.3147,361.851
El och fjärrvärme,Skåne län,Burlöv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Vellinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Östra Göinge,253.6353,253.8043,279.4422,221.3584,175.7435,156.0466,524.6336,904.5422
El och fjärrvärme,Skåne län,Örkelljunga,340.2111,478.9427,260.7503,188.1375,137.8716,148.5016,153.2486,147.0676
El och fjärrvärme,Skåne län,Bjuv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Kävlinge,0.0,0.0,131.3746,261.3953,213.3824,330.7451,312.0712,197.3795
El och fjärrvärme,Skåne län,Lomma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Svedala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Skurup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Sjöbo,632.1783,288.3682,278.7203,243.4473,322.4941,254.7323,321.8551,392.151
El och fjärrvärme,Skåne län,Hörby,642.1753,287.6572,353.937,322.5191,281.2722,337.7381,318.9271,311.7302
El och fjärrvärme,Skåne län,Höör,828.3346,619.0123,464.7376,211.1925,273.0739,175.0746,172.4276,154.3008
El och fjärrvärme,Skåne län,Tomelilla,320.0101,377.291,218.3994,189.9445,216.0524,179.4745,198.2835,278.3702
El och fjärrvärme,Skåne län,Bromölla,264.0613,482.7787,516.8306,17.43675,10.49007,25.94343,13.98966,32.33641
El och fjärrvärme,Skåne län,Osby,363.791,289.4442,530.6576,453.7338,302.0392,430.5838,867.6297,714.4511
El och fjärrvärme,Skåne län,Perstorp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Klippan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Åstorp,2308.794,4119.819,3813.04,3798.69,3447.301,3256.391,3649.75,3650.39
El och fjärrvärme,Skåne län,Båstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Malmö,1303096.0,880552.6,659716.2,689132.2,499223.7,591080.4,528249.6,387442.0
El och fjärrvärme,Skåne län,Lund,95032.95,67350.53,61463.83,54456.25,14638.46,13405.26,8100.709,8237.898
El och fjärrvärme,Skåne län,Landskrona,18406.55,4352.768,12103.07,15860.76,21449.24,21978.64,23478.44,29315.32
El och fjärrvärme,Skåne län,Helsingborg,101445.7,70571.71,66264.32,93010.65,82353.18,77292.59,73762.6,84899.97
El och fjärrvärme,Skåne län,Höganäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Eslöv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El och fjärrvärme,Skåne län,Ystad,1901.775,1005.487,1353.296,1524.426,1075.197,1214.227,1644.565,2527.813
El och fjärrvärme,Skåne län,Trelleborg,3640.697,13050.76,6962.684,5611.048,8249.183,5013.097,4419.869,4805.905
El och fjärrvärme,Skåne län,Kristianstad,9214.605,5788.174,4468.138,5138.176,3369.441,4860.177,4487.748,3046.702
El och fjärrvärme,Skåne län,Simrishamn,3111.872,821.8208,715.8151,507.1807,635.0203,640.8633,990.5063,885.4546
El och fjärrvärme,Skåne län,Ängelholm,4982.557,6880.772,5223.506,3602.14,2557.243,11913.87,10633.17,25737.83
El och fjärrvärme,Skåne län,Hässleholm,32797.31,20478.04,21141.54,20839.34,19493.45,19493.25,17294.35,17804.35
Egen uppvärmning av bostäder och lokaler,Skåne län,Svalöv,9188.734,7876.881,6303.318,5736.836,5937.836,5283.862,5172.452,4626.697
Egen uppvärmning av bostäder och lokaler,Skåne län,Staffanstorp,5856.201,4910.288,3943.102,3577.072,3669.179,3274.628,3150.166,2827.887
Egen uppvärmning av bostäder och lokaler,Skåne län,Burlöv,2060.99,1691.575,1361.439,1227.133,1246.99,1116.697,1049.618,942.5734
Egen uppvärmning av bostäder och lokaler,Skåne län,Vellinge,10168.87,8732.177,6845.447,6143.153,6486.062,5723.204,5582.777,4918.077
Egen uppvärmning av bostäder och lokaler,Skåne län,Östra Göinge,7757.942,6535.265,5317.004,4867.195,4942.802,4437.408,4293.107,3891.917
Egen uppvärmning av bostäder och lokaler,Skåne län,Örkelljunga,6074.201,5129.846,4157.757,3797.304,3871.257,3469.856,3358.234,3034.627
Egen uppvärmning av bostäder och lokaler,Skåne län,Bjuv,5910.086,4835.909,3934.818,3571.248,3589.213,3228.836,3036.262,2748.941
Egen uppvärmning av bostäder och lokaler,Skåne län,Kävlinge,8017.861,6761.306,5394.403,4876.988,5036.361,4480.958,4319.893,3854.01
Egen uppvärmning av bostäder och lokaler,Skåne län,Lomma,6745.025,5483.571,4440.212,4011.013,4041.64,3629.571,3390.387,3059.844
Egen uppvärmning av bostäder och lokaler,Skåne län,Svedala,6567.212,5465.0,4431.631,4041.234,4097.497,3671.73,3519.89,3181.531
Egen uppvärmning av bostäder och lokaler,Skåne län,Skurup,4976.032,4363.902,3451.283,3142.29,3308.183,2921.276,2917.604,2588.328
Egen uppvärmning av bostäder och lokaler,Skåne län,Sjöbo,8060.453,7103.626,5657.67,5190.594,5438.01,4810.675,4843.016,4321.633
Egen uppvärmning av bostäder och lokaler,Skåne län,Hörby,7196.441,6155.706,5043.943,4668.049,4732.851,4251.145,4188.727,3817.708
Egen uppvärmning av bostäder och lokaler,Skåne län,Höör,7469.223,6307.737,5092.16,4645.228,4753.906,4250.596,4121.332,3715.745
Egen uppvärmning av bostäder och lokaler,Skåne län,Tomelilla,6706.099,5948.92,4678.805,4258.725,4519.603,3977.795,4007.435,3540.516
Egen uppvärmning av bostäder och lokaler,Skåne län,Bromölla,4732.18,3917.739,3186.29,2899.256,2928.671,2633.429,2503.17,2267.814
Egen uppvärmning av bostäder och lokaler,Skåne län,Osby,9034.219,7686.644,6185.96,5629.141,5789.089,5173.94,5024.615,4516.44
Egen uppvärmning av bostäder och lokaler,Skåne län,Perstorp,2441.996,2103.244,1676.044,1521.789,1583.848,1407.37,1380.312,1231.167
Egen uppvärmning av bostäder och lokaler,Skåne län,Klippan,8127.696,6900.48,5543.048,5037.595,5182.605,4626.371,4484.96,4022.961
Egen uppvärmning av bostäder och lokaler,Skåne län,Åstorp,5074.175,4235.31,3396.357,3068.013,3142.916,2806.509,2676.562,2395.433
Egen uppvärmning av bostäder och lokaler,Skåne län,Båstad,13433.28,10528.25,8879.261,8161.562,7841.552,7182.432,6552.956,6105.618
Egen uppvärmning av bostäder och lokaler,Skåne län,Malmö,20103.35,17134.97,13357.3,11890.86,12580.97,11087.86,10688.61,9353.03
Egen uppvärmning av bostäder och lokaler,Skåne län,Lund,17799.13,15079.38,11990.39,10828.75,11231.37,9975.344,9647.676,8583.988
Egen uppvärmning av bostäder och lokaler,Skåne län,Landskrona,9536.508,8276.893,6419.507,5727.044,6118.208,5371.89,5260.793,4586.369
Egen uppvärmning av bostäder och lokaler,Skåne län,Helsingborg,17941.63,15341.18,12093.28,10880.53,11405.1,10087.84,9810.019,8668.891
Egen uppvärmning av bostäder och lokaler,Skåne län,Höganäs,10625.47,8900.518,7124.424,6439.439,6618.662,5902.28,5654.687,5058.539
Egen uppvärmning av bostäder och lokaler,Skåne län,Eslöv,10802.97,9292.247,7403.056,6734.952,7004.608,6213.849,6111.327,5449.405
Egen uppvärmning av bostäder och lokaler,Skåne län,Ystad,10603.69,9464.839,7287.844,6531.625,7079.277,6179.788,6205.564,5387.341
Egen uppvärmning av bostäder och lokaler,Skåne län,Trelleborg,13866.74,11457.41,9337.764,8527.234,8591.28,7719.511,7363.096,6683.514
Egen uppvärmning av bostäder och lokaler,Skåne län,Kristianstad,24352.0,20255.78,16624.61,15294.16,15359.31,13830.79,13323.21,12168.79
Egen uppvärmning av bostäder och lokaler,Skåne län,Simrishamn,11305.98,10098.31,7776.856,6972.08,7556.562,6596.451,6627.802,5754.51
Egen uppvärmning av bostäder och lokaler,Skåne län,Ängelholm,11175.43,9288.488,7656.491,7061.606,7066.038,6375.738,6144.02,5631.747
Egen uppvärmning av bostäder och lokaler,Skåne län,Hässleholm,31354.19,26942.89,21386.38,19338.99,20180.13,17910.75,17491.21,15545.18
Industri (energi och processer),Skåne län,Svalöv,10226.27,9458.022,9382.994,9272.275,9381.647,8701.306,9659.554,8587.517
Industri (energi och processer),Skåne län,Staffanstorp,3112.379,2676.822,2952.549,2847.519,2777.647,2475.801,2723.569,2331.699
Industri (energi och processer),Skåne län,Burlöv,23411.22,30343.84,29811.84,24850.35,24485.13,21824.0,25759.49,23420.51
Industri (energi och processer),Skåne län,Vellinge,1666.378,1286.335,1414.367,1661.172,1549.344,1440.249,1638.095,1415.53
Industri (energi och processer),Skåne län,Östra Göinge,1694.508,1309.677,1339.84,2505.12,2473.545,1421.229,1710.081,1247.703
Industri (energi och processer),Skåne län,Örkelljunga,3570.533,3380.075,3320.595,3309.33,3661.241,3347.689,3590.651,2163.477
Industri (energi och processer),Skåne län,Bjuv,38354.17,37855.4,36600.52,36327.64,47784.58,45927.74,48309.06,37314.97
Industri (energi och processer),Skåne län,Kävlinge,2925.519,2034.277,5168.808,2561.132,2205.84,2005.72,2210.67,1903.672
Industri (energi och processer),Skåne län,Lomma,1025.627,772.84,878.4375,945.1223,978.9299,919.2768,1037.428,887.6782
Industri (energi och processer),Skåne län,Svedala,7320.373,6646.665,6978.149,6964.18,6772.881,6409.654,6357.815,6230.326
Industri (energi och processer),Skåne län,Skurup,936.302,716.8076,764.8624,840.4883,892.0652,793.2191,917.4022,738.4517
Industri (energi och processer),Skåne län,Sjöbo,1122.252,865.1864,931.3935,1010.254,1061.3,956.6717,1104.281,905.0882
Industri (energi och processer),Skåne län,Hörby,957.8664,728.5211,777.0289,856.7386,921.7027,836.7987,946.3713,736.034
Industri (energi och processer),Skåne län,Höör,836.1962,641.082,706.5075,761.1294,797.9433,736.8005,834.3407,700.3257
Industri (energi och processer),Skåne län,Tomelilla,935.4912,12606.54,12643.36,11069.79,10089.82,6027.494,5257.142,3820.846
Industri (energi och processer),Skåne län,Bromölla,64748.31,60002.19,49948.59,54523.65,42033.27,54660.74,51279.3,50698.57
Industri (energi och processer),Skåne län,Osby,2137.719,1657.401,1666.496,1852.308,2017.091,1831.16,1999.803,1413.345
Industri (energi och processer),Skåne län,Perstorp,70900.19,60770.87,45617.02,47018.9,41247.34,39304.21,37658.33,35092.38
Industri (energi och processer),Skåne län,Klippan,34863.97,31049.43,32511.75,29250.81,29969.27,30025.15,29334.39,29477.18
Industri (energi och processer),Skåne län,Åstorp,32029.48,24843.18,4874.596,6160.529,8483.857,6864.55,6549.855,4874.849
Industri (energi och processer),Skåne län,Båstad,1012.475,788.2804,830.2852,891.1962,945.0375,851.8145,970.6093,788.0532
Industri (energi och processer),Skåne län,Malmö,137709.2,128615.7,128249.5,132139.9,127086.1,129665.5,132813.8,142217.3
Industri (energi och processer),Skåne län,Lund,16117.48,13769.43,14442.44,21552.39,18702.73,13047.16,15923.37,15813.4
Industri (energi och processer),Skåne län,Landskrona,82867.71,77075.65,84089.02,86544.73,82750.14,80160.11,83611.82,60997.37
Industri (energi och processer),Skåne län,Helsingborg,124437.2,114426.4,129487.7,129709.0,99105.52,95764.17,95127.09,93627.0
Industri (energi och processer),Skåne län,Höganäs,229314.7,220310.5,201231.3,215494.6,210233.0,202958.6,194411.6,203249.7
Industri (energi och processer),Skåne län,Eslöv,130993.5,129460.0,140202.3,134961.9,118387.7,105352.8,128364.8,99579.16
Industri (energi och processer),Skåne län,Ystad,6143.066,5120.0,5637.002,6176.814,6714.301,4933.211,3918.818,3355.259
Industri (energi och processer),Skåne län,Trelleborg,15691.36,8199.377,7356.419,6590.614,4794.211,3041.712,4802.123,4369.857
Industri (energi och processer),Skåne län,Kristianstad,55771.54,47628.19,49983.72,46323.43,44826.43,46202.27,41816.27,40104.77
Industri (energi och processer),Skåne län,Simrishamn,2928.845,2691.779,3096.283,3622.073,4028.316,2759.763,2128.093,1693.277
Industri (energi och processer),Skåne län,Ängelholm,5886.933,5032.478,5488.872,5337.847,5237.896,4649.292,5116.263,4265.383
Industri (energi och processer),Skåne län,Hässleholm,37752.71,36732.25,34789.04,34006.02,32650.85,30977.44,32588.57,39929.97
Transporter,Skåne län,Svalöv,26074.33,25492.96,24150.85,23535.45,22995.55,23115.48,22104.12,20737.54
Transporter,Skåne län,Staffanstorp,65118.31,63584.23,60279.41,58873.55,57579.17,58050.46,55654.69,55386.65
Transporter,Skåne län,Burlöv,54877.54,53575.92,50725.79,49513.85,48391.29,48756.23,46680.91,47210.11
